Timestamp,Algo_ms,Loop_ms,FPS,Pos_X,Pos_Y,Pos_Z,Roll,Pitch,Yaw,Yaw_Cmd,Pitch_Cmd
17:56:44.652,18.43,22.14,29.45,0.000,0.000,0.000,0.00,0.00,0.00,13,0
17:56:44.996,13.12,15.67,29.08,0.000,0.000,0.000,0.00,0.00,0.00,15,0
17:56:45.333,18.83,22.43,29.65,0.000,0.000,0.000,0.00,0.00,0.00,11,0
17:56:45.669,18.52,23.28,29.79,0.000,0.000,0.000,0.00,0.00,0.00,7,0
17:56:46.009,14.61,18.90,29.38,0.000,0.000,0.000,0.00,0.00,0.00,8,-5
17:56:46.347,20.87,23.64,29.60,0.000,0.000,0.000,0.00,0.00,0.00,16,-13
17:56:46.684,11.66,15.28,29.67,0.000,0.000,0.000,0.00,0.00,0.00,22,-13
17:56:47.024,22.57,25.69,29.39,0.000,0.000,0.000,0.00,0.00,0.00,18,-6
17:56:47.364,11.99,14.72,29.43,0.000,0.000,0.000,0.00,0.00,0.00,2,-10
17:56:47.705,24.45,28.13,29.32,0.000,0.000,0.000,0.00,0.00,0.00,-6,-24
17:56:48.051,16.08,19.91,28.93,0.000,0.000,0.000,0.00,0.00,0.00,-15,-25
17:56:48.401,15.01,19.67,28.55,0.000,0.000,0.000,0.00,0.00,0.00,-19,-14
17:56:48.739,30.58,34.16,29.58,0.000,0.000,0.000,0.00,0.00,0.00,-21,-17
17:56:49.080,15.21,19.43,29.32,0.000,0.000,0.000,0.00,0.00,0.00,-28,-8
17:56:49.419,17.94,21.75,29.49,0.000,0.000,0.000,0.00,0.00,0.00,-33,0
17:56:49.760,19.95,23.49,29.33,0.000,0.000,0.000,0.00,0.00,0.00,-31,7
17:56:50.110,17.80,22.25,28.61,0.000,0.000,0.000,0.00,0.00,0.00,-24,20
17:56:50.461,14.88,18.69,28.44,0.000,0.000,0.000,0.00,0.00,0.00,-25,15
17:56:50.801,13.08,16.91,29.48,0.000,0.000,0.000,0.00,0.00,0.00,-24,0
17:56:51.140,14.22,18.15,29.47,0.000,0.000,0.000,0.00,0.00,0.00,-33,-11
17:56:51.482,11.55,14.01,29.24,0.000,0.000,0.000,0.00,0.00,0.00,-37,0
17:56:51.818,18.71,22.64,29.78,0.000,0.000,0.000,0.00,0.00,0.00,-29,20
17:56:52.155,13.54,17.46,29.64,0.000,0.000,0.000,0.00,0.00,0.00,-13,35
17:56:52.498,20.98,24.79,29.19,0.000,0.000,0.000,0.00,0.00,0.00,4,42
17:56:52.837,11.36,14.30,29.48,0.000,0.000,0.000,0.00,0.00,0.00,14,35
17:56:53.177,16.97,20.51,29.38,0.000,0.000,0.000,0.00,0.00,0.00,22,13
17:56:53.516,11.59,14.33,29.52,0.000,0.000,0.000,0.00,0.00,0.00,27,0
17:56:53.855,13.89,17.92,29.46,0.000,0.000,0.000,0.00,0.00,0.00,30,-6
17:56:54.195,12.51,15.05,29.48,0.000,0.000,0.000,0.00,0.00,0.00,31,-5
17:56:54.534,11.44,15.19,29.49,0.000,0.000,0.000,0.00,0.00,0.00,30,0
17:56:54.872,12.48,17.59,29.54,0.000,0.000,0.000,0.00,0.00,0.00,29,0
17:56:55.211,11.39,13.74,29.54,0.000,0.000,0.000,0.00,0.00,0.00,27,-9
17:56:55.557,11.91,14.43,28.92,0.000,0.000,0.000,0.00,0.00,0.00,25,-10
17:56:55.894,12.59,15.85,29.61,0.000,0.000,0.000,0.00,0.00,0.00,22,-9
17:56:56.231,12.60,17.47,29.67,0.000,0.000,0.000,0.00,0.00,0.00,19,-8
17:56:56.570,11.23,14.22,29.53,0.000,0.000,0.000,0.00,0.00,0.00,18,-13
17:56:56.914,11.52,15.19,29.05,0.000,0.000,0.000,0.00,0.00,0.00,17,-23
17:56:57.253,18.33,22.15,29.47,0.000,0.000,0.000,0.00,0.00,0.00,11,-31
17:56:57.589,17.95,22.34,29.82,0.000,0.000,0.000,0.00,0.00,0.00,3,-30
17:56:57.936,19.85,23.68,28.77,0.000,0.000,0.000,0.00,0.00,0.00,-5,-29
17:56:58.275,14.81,25.09,29.52,0.000,0.000,0.000,0.00,0.00,0.00,-23,-13
17:56:58.618,29.58,33.10,29.21,0.000,0.000,0.000,0.00,0.00,0.00,-39,11
17:56:58.961,20.22,24.11,29.13,0.000,0.000,0.000,0.00,0.00,0.00,-47,25
17:56:59.296,24.04,27.58,29.84,0.000,0.000,0.000,0.00,0.00,0.00,-36,19
17:56:59.635,13.88,17.81,29.50,0.000,0.000,0.000,0.00,0.00,0.00,-21,4
17:56:59.973,21.60,25.33,29.58,0.000,0.000,0.000,0.00,0.00,0.00,-11,-6
17:57:00.321,13.45,16.12,28.73,0.000,0.000,0.000,0.00,0.00,0.00,-11,-4
17:57:00.660,14.58,18.49,29.48,0.000,0.000,0.000,0.00,0.00,0.00,-15,0
17:57:00.996,13.64,18.04,29.81,0.000,0.000,0.000,0.00,0.00,0.00,-22,-4
17:57:01.335,13.27,17.17,29.50,0.000,0.000,0.000,0.00,0.00,0.00,-16,0
17:57:01.674,14.31,16.84,29.51,0.000,0.000,0.000,0.00,0.00,0.00,-4,7
17:57:02.013,19.54,24.08,29.51,0.000,0.000,0.000,0.00,0.00,0.00,12,25
17:57:02.351,15.70,20.25,29.50,0.000,0.000,0.000,0.00,0.00,0.00,18,27
17:57:02.693,11.71,15.41,29.28,0.000,0.000,0.000,0.00,0.00,0.00,20,14
17:57:03.033,12.67,17.15,29.40,0.000,0.000,0.000,0.00,0.00,0.00,15,-5
17:57:03.371,11.99,14.21,29.64,0.000,0.000,0.000,0.00,0.00,0.00,7,-14
17:57:03.725,12.72,16.33,28.19,0.000,0.000,0.000,0.00,0.00,0.00,0,-8
17:57:04.064,22.52,26.04,29.56,0.000,0.000,0.000,0.00,0.00,0.00,0,0
