Timestamp,Algo_ms,Loop_ms,FPS,Pos_X,Pos_Y,Pos_Z,Roll,Pitch,Yaw,Yaw_Cmd,Pitch_Cmd
17:55:20.942,36.10,38.40,24.33,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:55:21.349,15.37,17.14,24.60,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:55:21.751,15.08,17.04,24.89,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:55:22.156,16.33,21.25,24.68,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:55:22.564,13.59,15.78,24.47,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:55:22.967,13.36,15.43,24.87,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:55:23.368,13.11,15.57,24.89,0.000,0.000,0.000,0.00,0.00,0.00,13,10
17:55:23.773,12.54,15.11,24.69,0.000,0.000,0.000,0.00,0.00,0.00,43,-7
17:55:24.175,12.77,16.23,24.89,0.000,0.000,0.000,0.00,0.00,0.00,25,-5
17:55:24.582,18.02,20.37,24.57,0.000,0.000,0.000,0.00,0.00,0.00,16,0
17:55:24.988,13.44,15.80,24.63,0.000,0.000,0.000,0.00,0.00,0.00,6,0
17:55:25.402,14.33,16.51,24.18,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:55:25.808,15.27,17.31,24.63,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:55:26.209,15.42,17.58,24.90,0.000,0.000,0.000,0.00,0.00,0.00,0,0
