Timestamp,Algo_ms,Loop_ms,FPS,Pos_X,Pos_Y,Pos_Z,Roll,Pitch,Yaw,Yaw_Cmd,Pitch_Cmd
09:19:27.321,30.44,33.30,28.31,-0.297,0.142,0.464,-166.88,37.14,-68.73,-63,-52
09:19:27.659,25.70,31.22,29.60,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:19:28.008,20.74,24.09,28.60,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:19:28.349,15.82,21.05,29.35,0.036,0.009,0.448,-163.45,22.65,-14.63,12,0
09:19:28.686,22.90,25.79,29.64,0.088,0.002,0.477,-168.61,14.51,-1.27,23,0
09:19:29.026,22.89,27.14,29.41,0.090,0.002,0.501,-171.31,-1.11,-2.31,22,0
09:19:29.382,22.67,25.11,28.13,0.052,0.009,0.507,-168.61,-13.43,-3.45,14,0
09:19:29.722,26.66,30.06,29.35,0.001,0.012,0.505,-164.93,-20.98,-3.93,3,0
09:19:30.064,18.31,23.40,29.30,-0.034,0.006,0.534,-172.56,-24.44,-3.50,-3,0
09:19:30.403,22.69,25.59,29.48,-0.021,0.008,0.530,-170.22,-27.61,-1.37,0,0
09:19:30.738,21.99,25.48,29.81,-0.019,0.010,0.523,-168.61,-24.96,-1.62,0,0
09:19:31.076,17.95,25.56,29.63,-0.018,0.012,0.516,-169.44,-23.52,-1.12,0,0
09:19:31.414,27.88,31.19,29.58,-0.023,0.011,0.526,-171.50,-27.20,-2.57,0,0
09:19:31.760,18.58,21.90,28.90,-0.018,-0.002,0.534,-172.44,-27.78,2.58,0,0
09:19:32.101,31.73,35.05,29.37,-0.042,-0.003,0.539,-174.09,-26.73,2.79,-5,0
09:19:32.444,20.15,24.33,29.13,-0.048,-0.011,0.565,-176.83,-27.55,1.44,-6,5
09:19:32.796,16.03,20.04,28.36,-0.038,-0.004,0.562,-179.46,-24.33,1.48,-4,0
09:19:33.136,17.78,20.95,29.48,-0.023,0.008,0.558,179.93,-23.92,2.34,0,0
09:19:33.482,20.51,23.90,28.88,-0.016,0.009,0.558,178.64,-24.05,2.46,0,0
09:19:33.825,18.85,25.39,29.16,0.005,0.014,0.569,-179.07,-21.73,3.95,4,0
09:19:34.169,14.31,17.27,29.09,-0.006,0.012,0.584,176.75,-12.81,3.69,2,0
09:19:34.507,19.26,24.65,29.53,-0.028,0.009,0.578,179.03,-11.54,2.33,0,0
09:19:34.844,24.76,28.24,29.68,-0.037,0.007,0.576,-179.76,-9.66,1.87,-3,0
09:19:35.186,17.57,24.59,29.28,-0.035,0.005,0.578,179.70,-11.77,1.91,-3,0
09:19:35.523,19.91,23.69,29.64,-0.033,0.004,0.582,175.70,-10.09,1.81,-2,0
09:19:35.877,21.25,24.97,28.27,-0.034,0.003,0.583,174.23,-10.58,1.07,-2,0
09:19:36.216,21.16,24.81,29.43,-0.040,0.000,0.574,176.74,-15.54,-0.33,-4,0
09:19:36.562,20.08,23.43,28.96,-0.039,-0.001,0.576,174.71,-10.92,-1.02,-3,0
09:19:36.901,24.68,28.71,29.47,-0.032,-0.001,0.579,176.00,-12.50,-1.02,-2,0
09:19:37.239,18.44,21.28,29.58,0.035,0.008,0.576,169.40,-11.55,4.15,10,0
09:19:37.578,22.99,26.58,29.50,0.080,0.020,0.560,-178.48,-16.80,8.33,18,-4
09:19:37.924,14.97,18.39,28.89,0.037,0.014,0.563,-177.01,-18.66,7.27,10,0
09:19:38.268,21.84,25.99,29.08,-0.067,-0.004,0.549,-173.02,-18.59,1.64,-9,0
09:19:38.612,32.31,35.51,29.07,-0.109,-0.010,0.561,178.09,-16.03,-1.05,-17,5
09:19:38.951,18.49,26.41,29.50,-0.127,-0.007,0.553,177.13,-6.08,-5.18,-21,4
09:19:39.290,27.03,30.12,29.55,-0.112,0.005,0.579,178.29,-5.14,-8.26,-17,0
09:19:39.632,14.61,19.14,29.23,-0.073,0.009,0.588,179.92,-1.68,-9.47,-9,0
09:19:39.968,29.06,32.63,29.70,-0.032,0.009,0.595,176.09,1.45,-10.27,0,0
09:19:40.313,15.29,19.64,29.03,0.002,0.009,0.595,178.54,6.32,-9.37,4,0
09:19:40.659,22.97,26.80,28.91,0.085,0.014,0.548,176.76,1.94,-1.40,20,0
09:19:41.002,15.15,18.40,29.15,0.089,0.020,0.520,-176.69,-0.90,3.14,21,-5
09:19:41.341,27.80,31.76,29.46,0.042,0.014,0.527,-174.82,-3.90,3.45,12,0
09:19:41.684,28.13,30.72,29.17,-0.008,0.004,0.528,-173.62,-6.87,3.18,0,0
09:19:42.025,18.65,23.61,29.35,-0.030,0.001,0.527,-177.85,-8.29,3.40,-2,0
09:19:42.367,19.41,23.26,29.24,-0.035,0.001,0.527,-177.09,-8.26,3.08,-3,0
09:19:42.708,18.05,22.94,29.34,-0.032,0.001,0.529,-175.31,-9.95,2.64,-3,0
09:19:43.049,20.63,23.99,29.30,-0.023,0.000,0.529,-178.62,-9.51,2.82,0,0
09:19:43.393,14.39,19.34,29.11,-0.022,0.000,0.530,-176.26,-10.93,2.16,0,0
09:19:43.731,22.23,25.62,29.53,-0.024,0.000,0.529,-177.21,-8.14,1.99,0,0
09:19:44.073,14.88,18.97,29.28,-0.026,-0.000,0.528,-176.93,-7.81,1.83,0,0
09:19:44.418,25.01,28.33,28.97,-0.030,-0.001,0.528,-176.93,-8.04,1.23,-2,0
09:19:44.758,20.11,23.26,29.45,-0.029,-0.001,0.525,-173.70,-8.14,0.62,-2,0
09:19:45.098,29.95,33.10,29.37,-0.025,-0.001,0.527,-177.71,-7.25,0.81,0,0
09:19:45.443,16.98,20.57,29.02,-0.025,-0.001,0.530,-175.82,-5.60,1.10,0,0
09:19:45.786,24.03,28.58,29.11,-0.044,-0.005,0.531,179.15,-6.33,-0.63,-5,0
09:19:46.126,15.85,18.64,29.46,-0.035,-0.002,0.527,-175.02,-4.01,-0.32,-3,0
09:19:46.479,14.63,19.10,28.31,-0.035,-0.005,0.539,179.88,-0.96,-1.24,-3,0
09:19:46.817,24.15,27.32,29.57,-0.026,-0.004,0.532,-174.59,-1.28,-1.15,0,0
09:19:47.160,17.06,22.09,29.14,-0.025,-0.005,0.538,179.17,5.50,-1.42,0,0
09:19:47.499,21.85,23.73,29.48,-0.026,-0.006,0.542,-176.79,-4.02,-1.61,0,0
09:19:47.837,14.19,16.28,29.59,-0.030,-0.006,0.539,179.91,-0.85,-1.86,-2,0
09:19:48.177,22.98,24.97,29.42,-0.040,-0.007,0.543,179.91,-3.61,-3.91,-4,4
09:19:48.515,13.99,16.17,29.62,-0.091,-0.010,0.542,-169.05,-22.68,-15.67,-14,5
09:19:48.851,12.40,14.29,29.75,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:19:49.191,11.82,15.35,29.35,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:19:49.530,13.12,19.26,29.56,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:19:49.868,14.03,19.08,29.53,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:19:50.205,12.19,13.89,29.71,0.000,0.000,0.000,0.00,0.00,0.00,0,0
