Timestamp,Algo_ms,Loop_ms,FPS,Pos_X,Pos_Y,Pos_Z,Roll,Pitch,Yaw
11:17:21.942,26.26,28.96,25.06,0.000,0.000,0.000,0.00,0.00,0.00
11:17:22.287,35.36,39.71,28.95,0.000,0.000,0.000,0.00,0.00,0.00
11:17:22.634,19.58,22.72,28.80,0.000,0.000,0.000,0.00,0.00,0.00
11:17:22.972,25.24,27.71,29.66,0.000,0.000,0.000,0.00,0.00,0.00
11:17:23.310,21.57,24.35,29.57,0.000,0.000,0.000,0.00,0.00,0.00
11:17:23.648,22.79,25.00,29.55,0.000,0.000,0.000,0.00,0.00,0.00
11:17:23.993,31.16,33.92,29.00,0.000,0.000,0.000,0.00,0.00,0.00
11:17:24.339,20.58,24.62,28.91,0.000,0.000,0.000,0.00,0.00,0.00
11:17:24.678,21.20,23.77,29.46,0.000,0.000,0.000,0.00,0.00,0.00
11:17:25.015,31.48,33.16,29.69,0.000,0.000,0.000,0.00,0.00,0.00
11:17:25.358,30.40,34.16,29.19,0.000,0.000,0.000,0.00,0.00,0.00
11:17:25.697,20.03,21.91,29.51,0.000,0.000,0.000,0.00,0.00,0.00
11:17:26.034,26.52,28.98,29.69,0.000,0.000,0.000,0.00,0.00,0.00
11:17:26.377,21.32,24.88,29.08,0.000,0.000,0.000,0.00,0.00,0.00
11:17:26.719,24.69,27.78,29.24,0.000,0.000,0.000,0.00,0.00,0.00
11:17:27.059,20.08,24.35,29.49,0.000,0.000,0.000,0.00,0.00,0.00
11:17:27.394,27.12,30.40,29.83,0.000,0.000,0.000,0.00,0.00,0.00
11:17:27.731,24.30,26.75,29.68,0.000,0.000,0.000,0.00,0.00,0.00
11:17:28.075,19.74,21.61,29.03,0.000,0.000,0.000,0.00,0.00,0.00
11:17:28.415,22.73,24.36,29.40,0.000,0.000,0.000,0.00,0.00,0.00
11:17:28.758,24.81,30.88,29.14,0.000,0.000,0.000,0.00,0.00,0.00
11:17:29.101,19.91,23.60,29.20,0.000,0.000,0.000,0.00,0.00,0.00
11:17:29.436,20.38,24.12,29.85,0.000,0.000,0.000,0.00,0.00,0.00
11:17:29.774,21.75,23.28,29.56,0.000,0.000,0.000,0.00,0.00,0.00
11:17:30.113,19.13,22.40,29.52,0.000,0.000,0.000,0.00,0.00,0.00
11:17:30.454,20.38,22.20,29.29,0.000,0.000,0.000,0.00,0.00,0.00
11:17:30.801,21.20,23.07,28.83,0.000,0.000,0.000,0.00,0.00,0.00
11:17:31.149,21.35,22.99,28.73,0.000,0.000,0.000,0.00,0.00,0.00
11:17:31.493,24.65,26.10,29.12,0.000,0.000,0.000,0.00,0.00,0.00
11:17:31.830,20.57,22.21,29.67,0.000,0.000,0.000,0.00,0.00,0.00
11:17:32.168,20.99,24.64,29.53,0.000,0.000,0.000,0.00,0.00,0.00
11:17:32.509,30.58,33.33,29.33,0.000,0.000,0.000,0.00,0.00,0.00
11:17:32.849,23.65,28.61,29.39,0.000,0.000,0.000,0.00,0.00,0.00
11:17:33.188,20.16,22.10,29.55,0.000,0.000,0.000,0.00,0.00,0.00
11:17:33.526,23.09,25.44,29.57,0.000,0.000,0.000,0.00,0.00,0.00
11:17:33.865,19.01,21.34,29.50,0.000,0.000,0.000,0.00,0.00,0.00
