Timestamp,Algo_ms,Loop_ms,FPS,Pos_X,Pos_Y,Pos_Z,Roll,Pitch,Yaw,Yaw_Cmd,Pitch_Cmd
09:00:06.882,25.39,27.83,28.01,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:07.225,16.16,25.76,29.10,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:07.561,21.65,25.41,29.83,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:07.895,25.11,28.14,29.87,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:08.234,13.87,20.97,29.50,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:08.567,24.07,27.45,30.05,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:08.896,20.98,25.75,30.37,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:09.225,13.55,23.91,30.41,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:09.564,30.26,32.66,29.51,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:09.890,28.67,32.11,30.68,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:10.221,20.42,26.88,30.19,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:10.549,18.92,22.68,30.48,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:10.879,21.01,24.54,30.37,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:11.208,26.62,30.82,30.31,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:11.540,16.06,24.68,30.18,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:11.870,24.35,27.08,30.26,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:12.202,21.05,24.85,30.13,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:12.531,19.25,23.16,30.44,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:12.857,20.51,25.70,30.61,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:13.187,17.38,22.88,30.31,0.000,0.000,0.000,0.00,0.00,0.00,-40,-59
09:00:13.522,18.26,21.81,29.88,0.000,0.000,0.000,0.00,0.00,0.00,-21,-38
09:00:13.852,22.26,25.58,30.31,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:14.182,18.94,26.20,30.33,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:14.514,18.24,22.77,30.05,0.000,0.000,0.000,0.00,0.00,0.00,21,23
09:00:14.853,31.15,35.04,29.50,0.000,0.000,0.000,0.00,0.00,0.00,29,25
09:00:15.180,21.62,27.10,30.61,0.000,0.000,0.000,0.00,0.00,0.00,22,10
09:00:15.518,12.28,15.95,29.55,0.000,0.000,0.000,0.00,0.00,0.00,5,-9
09:00:15.843,22.03,25.68,30.77,0.000,0.000,0.000,0.00,0.00,0.00,10,-11
09:00:16.171,25.27,29.02,30.55,0.000,0.000,0.000,0.00,0.00,0.00,37,0
09:00:16.503,17.22,24.92,30.09,0.000,0.000,0.000,0.00,0.00,0.00,58,12
09:00:16.835,19.64,23.95,30.12,0.000,0.000,0.000,0.00,0.00,0.00,48,0
09:00:17.166,19.68,23.47,30.26,0.000,0.000,0.000,0.00,0.00,0.00,28,-16
09:00:17.496,32.72,36.60,30.24,0.000,0.000,0.000,0.00,0.00,0.00,7,-17
09:00:17.837,23.46,29.74,29.38,0.000,0.000,0.000,0.00,0.00,0.00,-6,-5
09:00:18.177,28.28,32.16,29.40,0.000,0.000,0.000,0.00,0.00,0.00,-43,23
09:00:18.515,23.99,30.98,29.60,0.000,0.000,0.000,0.00,0.00,0.00,-58,17
09:00:18.856,21.80,26.43,29.25,0.000,0.000,0.000,0.00,0.00,0.00,-54,0
09:00:19.187,18.21,26.70,30.22,0.000,0.000,0.000,0.00,0.00,0.00,-43,4
09:00:19.526,18.97,23.39,29.52,0.000,0.000,0.000,0.00,0.00,0.00,-30,10
09:00:19.855,21.84,25.81,30.40,0.000,0.000,0.000,0.00,0.00,0.00,-17,0
09:00:20.188,12.28,17.30,30.07,0.000,0.000,0.000,0.00,0.00,0.00,-8,-15
09:00:20.516,16.40,20.07,30.45,0.000,0.000,0.000,0.00,0.00,0.00,-4,-13
09:00:20.858,21.16,24.26,29.26,0.000,0.000,0.000,0.00,0.00,0.00,-3,0
09:00:21.193,30.62,34.54,29.86,0.000,0.000,0.000,0.00,0.00,0.00,0,5
09:00:21.533,26.44,30.18,29.33,0.000,0.000,0.000,0.00,0.00,0.00,0,7
09:00:21.878,16.88,20.43,29.06,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:22.209,28.37,31.68,30.17,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:22.541,19.74,27.82,30.16,0.000,0.000,0.000,0.00,0.00,0.00,0,0
09:00:22.876,20.87,23.83,29.78,0.000,0.000,0.000,0.00,0.00,0.00,-2,0
09:00:23.207,27.46,30.75,30.20,0.000,0.000,0.000,0.00,0.00,0.00,-18,-13
09:00:23.541,22.32,29.64,29.99,0.000,0.000,0.000,0.00,0.00,0.00,-25,-17
09:00:23.872,24.60,29.60,30.25,0.000,0.000,0.000,0.00,0.00,0.00,-18,-10
09:00:24.208,22.65,25.95,29.69,0.000,0.000,0.000,0.00,0.00,0.00,-6,0
09:00:24.540,25.50,31.29,30.14,0.000,0.000,0.000,0.00,0.00,0.00,2,10
09:00:24.896,33.35,37.15,28.11,0.000,0.000,0.000,0.00,0.00,0.00,13,14
09:00:25.235,22.56,26.73,29.50,0.000,0.000,0.000,0.00,0.00,0.00,19,9
09:00:25.581,19.24,24.28,28.91,0.000,0.000,0.000,0.00,0.00,0.00,20,0
09:00:25.918,19.64,24.85,29.69,0.000,0.000,0.000,0.00,0.00,0.00,16,-4
09:00:26.247,30.75,33.82,30.37,0.000,0.000,0.000,0.00,0.00,0.00,14,-4
09:00:26.576,25.83,29.44,30.39,0.000,0.000,0.000,0.00,0.00,0.00,12,0
09:00:26.903,14.75,21.48,30.56,0.000,0.000,0.000,0.00,0.00,0.00,19,0
09:00:27.232,18.65,22.10,30.41,0.000,0.000,0.000,0.00,0.00,0.00,37,-9
09:00:27.567,20.36,23.97,29.86,0.000,0.000,0.000,0.00,0.00,0.00,52,-21
09:00:27.903,15.18,20.25,29.74,0.000,0.000,0.000,0.00,0.00,0.00,40,-6
09:00:28.235,17.11,20.80,30.16,0.000,0.000,0.000,0.00,0.00,0.00,30,4
09:00:28.568,27.40,31.02,29.97,0.000,0.000,0.000,0.00,0.00,0.00,27,0
09:00:28.901,20.04,26.75,30.04,0.000,0.000,0.000,0.00,0.00,0.00,25,-12
09:00:29.231,22.50,25.18,30.30,0.000,0.000,0.000,0.00,0.00,0.00,21,-12
09:00:29.562,25.17,28.28,30.23,0.000,0.000,0.000,0.00,0.00,0.00,13,-4
09:00:29.896,35.96,39.47,29.96,0.000,0.000,0.000,0.00,0.00,0.00,3,5
09:00:30.237,22.80,27.17,29.35,0.000,0.000,0.000,0.00,0.00,0.00,-4,8
09:00:30.577,31.39,34.44,29.38,0.000,0.000,0.000,0.00,0.00,0.00,-7,7
09:00:30.913,22.55,25.66,29.80,0.000,0.000,0.000,0.00,0.00,0.00,-6,0
09:00:31.248,30.76,34.02,29.80,0.000,0.000,0.000,0.00,0.00,0.00,-11,0
09:00:31.595,21.87,27.83,28.83,0.000,0.000,0.000,0.00,0.00,0.00,-23,14
09:00:31.931,25.52,31.18,29.78,0.000,0.000,0.000,0.00,0.00,0.00,-33,15
09:00:32.264,19.03,29.29,30.02,0.000,0.000,0.000,0.00,0.00,0.00,-34,6
09:00:32.597,16.11,19.44,30.06,0.000,0.000,0.000,0.00,0.00,0.00,-29,-4
09:00:32.926,28.93,31.88,30.35,0.000,0.000,0.000,0.00,0.00,0.00,-21,-8
09:00:33.261,22.25,30.78,29.85,0.000,0.000,0.000,0.00,0.00,0.00,-14,-6
09:00:33.593,18.02,21.40,30.09,0.000,0.000,0.000,0.00,0.00,0.00,-7,0
09:00:33.921,25.59,29.04,30.50,0.000,0.000,0.000,0.00,0.00,0.00,-8,0
09:00:34.247,29.43,32.29,30.70,0.000,0.000,0.000,0.00,0.00,0.00,-15,-4
09:00:34.579,19.31,23.42,30.15,0.000,0.000,0.000,0.00,0.00,0.00,-25,-8
09:00:34.909,14.61,22.31,30.29,0.000,0.000,0.000,0.00,0.00,0.00,-27,-9
09:00:35.245,15.51,22.51,29.71,0.000,0.000,0.000,0.00,0.00,0.00,-24,-7
09:00:35.574,27.08,30.71,30.42,0.000,0.000,0.000,0.00,0.00,0.00,-14,0
09:00:35.906,22.52,29.78,30.18,0.000,0.000,0.000,0.00,0.00,0.00,0,9
09:00:36.248,30.87,35.30,29.20,0.000,0.000,0.000,0.00,0.00,0.00,2,24
09:00:36.579,19.95,30.82,30.25,0.000,0.000,0.000,0.00,0.00,0.00,2,31
09:00:36.913,15.77,19.72,29.87,0.000,0.000,0.000,0.00,0.00,0.00,0,22
09:00:37.242,24.38,29.77,30.45,0.000,0.000,0.000,0.00,0.00,0.00,0,10
09:00:37.581,20.21,27.09,29.48,0.000,0.000,0.000,0.00,0.00,0.00,-4,5
09:00:37.917,12.54,17.32,29.79,0.000,0.000,0.000,0.00,0.00,0.00,0,8
09:00:38.247,24.63,28.03,30.27,0.000,0.000,0.000,0.00,0.00,0.00,7,11
09:00:38.583,19.24,23.39,29.76,0.000,0.000,0.000,0.00,0.00,0.00,19,10
09:00:38.916,14.13,18.65,30.02,0.000,0.000,0.000,0.00,0.00,0.00,30,11
09:00:39.247,19.18,22.88,30.20,0.000,0.000,0.000,0.00,0.00,0.00,31,6
09:00:39.579,16.45,22.12,30.18,0.000,0.000,0.000,0.00,0.00,0.00,32,0
09:00:39.912,11.47,14.86,29.99,0.000,0.000,0.000,0.00,0.00,0.00,34,-15
09:00:40.239,16.71,20.13,30.57,0.000,0.000,0.000,0.00,0.00,0.00,31,-25
09:00:40.585,17.58,22.44,28.90,0.000,0.000,0.000,0.00,0.00,0.00,20,-31
09:00:40.918,22.06,26.32,30.05,0.000,0.000,0.000,0.00,0.00,0.00,2,-27
09:00:41.257,24.59,28.19,29.50,0.000,0.000,0.000,0.00,0.00,0.00,-10,-20
09:00:41.588,17.02,25.48,30.19,0.000,0.000,0.000,0.00,0.00,0.00,-17,-6
09:00:41.921,23.64,26.66,30.00,0.000,0.000,0.000,0.00,0.00,0.00,-24,0
09:00:42.250,26.78,30.82,30.43,0.000,0.000,0.000,0.00,0.00,0.00,-27,-8
09:00:42.596,24.18,29.18,28.92,0.000,0.000,0.000,0.00,0.00,0.00,-27,-15
09:00:42.925,19.92,23.81,30.37,0.000,0.000,0.000,0.00,0.00,0.00,-27,-18
09:00:43.260,16.17,20.37,29.84,0.000,0.000,0.000,0.00,0.00,0.00,-25,-7
