Timestamp,Algo_ms,Loop_ms,FPS,Pos_X,Pos_Y,Pos_Z,Roll,Pitch,Yaw,Yaw_Cmd,Pitch_Cmd
17:38:50.368,32.56,35.50,24.00,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:50.786,14.39,16.58,23.92,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:51.188,14.32,16.34,24.89,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:51.589,14.50,16.61,24.90,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:51.991,14.58,16.55,24.90,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:52.392,14.39,16.40,24.90,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:52.796,18.46,20.93,24.81,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:53.202,21.88,23.71,24.58,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:53.607,20.72,22.57,24.69,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:54.009,24.40,26.17,24.89,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:54.423,14.61,16.79,24.13,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:54.826,14.57,16.69,24.87,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:55.227,14.44,16.49,24.89,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:55.629,14.79,16.90,24.87,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:56.034,14.86,16.86,24.71,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:56.439,15.80,17.58,24.72,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:56.845,22.31,24.16,24.64,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:57.246,19.63,21.85,24.90,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:57.659,25.58,27.62,24.21,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:58.066,14.56,16.57,24.56,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:58.468,14.79,16.84,24.90,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:58.870,14.73,16.91,24.90,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:59.271,14.62,16.63,24.90,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:38:59.673,14.91,16.97,24.90,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:39:00.075,14.76,16.70,24.90,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:39:00.477,15.63,18.18,24.88,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:39:00.881,15.44,17.62,24.73,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:39:01.286,25.50,27.39,24.70,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:39:01.690,22.54,24.38,24.70,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:39:02.102,14.32,16.43,24.32,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:39:02.505,15.02,17.20,24.80,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:39:02.908,14.30,16.31,24.79,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:39:03.312,14.04,16.02,24.80,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:39:03.715,13.80,16.12,24.80,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:39:04.120,21.56,23.44,24.66,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:39:04.522,21.96,23.80,24.90,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:39:04.923,19.99,21.96,24.90,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:39:05.329,15.20,17.04,24.63,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:39:05.740,16.15,19.84,24.37,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:39:06.143,13.75,15.82,24.79,0.000,0.000,0.000,0.00,0.00,0.00,0,0
17:39:06.547,13.62,16.15,24.74,0.000,0.000,0.000,0.00,0.00,0.00,-49,-23
17:39:06.951,12.89,15.39,24.76,0.000,0.000,0.000,0.00,0.00,0.00,12,19
17:39:07.353,12.91,15.40,24.90,0.000,0.000,0.000,0.00,0.00,0.00,27,19
17:39:07.754,13.32,15.78,24.90,0.000,0.000,0.000,0.00,0.00,0.00,13,-9
17:39:08.156,13.54,16.00,24.90,0.000,0.000,0.000,0.00,0.00,0.00,16,-9
17:39:08.565,19.69,22.30,24.46,0.000,0.000,0.000,0.00,0.00,0.00,25,5
17:39:08.966,21.41,23.64,24.90,0.000,0.000,0.000,0.00,0.00,0.00,22,0
17:39:09.368,23.50,25.74,24.90,0.000,0.000,0.000,0.00,0.00,0.00,2,-5
17:39:09.771,20.54,22.97,24.80,0.000,0.000,0.000,0.00,0.00,0.00,30,-26
17:39:10.178,14.04,18.18,24.57,0.000,0.000,0.000,0.00,0.00,0.00,35,-32
17:39:10.585,13.27,15.76,24.61,0.000,0.000,0.000,0.00,0.00,0.00,8,-4
17:39:10.989,13.49,15.93,24.75,0.000,0.000,0.000,0.00,0.00,0.00,0,11
