Timestamp,Algo_ms,Loop_ms,FPS,Dist_m,ErrX,ErrY,Yaw_Cmd,Pitch_Cmd
16:57:42.104,18.37,22.02,29.53,0.00,45,8,6,0
16:57:42.449,18.31,23.41,28.98,0.00,-31,5,-4,0
16:57:42.786,27.38,30.00,29.62,0.00,-124,-17,-18,4
16:57:43.129,21.59,28.16,29.20,0.00,-174,-29,-26,7
16:57:43.476,22.90,26.38,28.78,0.00,-184,-17,-27,4
16:57:43.815,17.96,20.47,29.52,0.00,-150,5,-22,0
16:57:44.156,28.30,31.35,29.36,0.00,-83,14,-12,0
16:57:44.496,17.78,20.51,29.38,0.00,-31,14,-4,0
16:57:44.842,20.35,23.52,28.92,0.00,4,14,0,0
16:57:45.182,24.20,28.09,29.38,0.00,0,12,0,0
16:57:45.519,27.49,30.73,29.67,0.00,-10,9,0,0
16:57:45.863,14.54,17.54,29.11,0.00,-13,7,0,0
16:57:46.202,23.19,26.88,29.46,0.00,-15,10,0,0
16:57:46.543,14.82,18.45,29.33,0.00,-15,11,0,0
16:57:46.887,20.00,22.65,29.11,0.00,-14,11,0,0
16:57:47.226,31.48,34.06,29.44,0.00,-14,13,0,0
16:57:47.566,22.91,25.52,29.44,0.00,-18,17,-2,-4
16:57:47.909,18.94,22.35,29.19,0.00,-21,30,-3,-7
16:57:48.255,19.08,23.20,28.88,0.00,-59,15,-8,0
16:57:48.597,27.05,30.39,29.26,0.00,-36,7,-5,0
16:57:48.944,15.62,19.10,28.78,0.00,-18,9,-2,0
16:57:49.288,24.33,26.90,29.06,0.00,-8,10,0,0
16:57:49.629,14.55,17.03,29.30,0.00,7,7,0,0
16:57:49.974,18.61,22.67,29.03,0.00,2,10,0,0
16:57:50.311,14.80,18.60,29.68,0.00,5,10,0,0
16:57:50.650,19.15,25.35,29.45,0.00,5,10,0,0
16:57:50.990,24.28,27.93,29.47,0.00,3,12,0,0
16:57:51.330,18.80,22.53,29.35,0.00,-3,16,0,-4
16:57:51.667,14.44,16.56,29.70,0.00,-21,13,-3,0
16:57:52.007,21.91,24.08,29.39,0.00,-43,-13,-6,0
16:57:52.344,14.13,17.86,29.68,0.00,-134,-12,-20,0
16:57:52.695,17.67,21.62,28.49,0.00,-96,9,-14,0
16:57:53.041,21.66,25.17,28.93,0.00,-44,20,-6,-5
16:57:53.380,13.44,15.70,29.50,0.00,-8,10,0,0
16:57:53.717,21.21,24.35,29.68,0.00,7,-3,0,0
16:57:54.055,13.73,15.97,29.53,0.00,18,-8,2,0
16:57:54.393,25.04,28.01,29.62,0.00,27,-10,4,0
16:57:54.729,15.80,19.83,29.73,0.00,17,-6,2,0
16:57:55.065,17.79,20.37,29.82,0.00,-1,-3,0,0
16:57:55.405,19.14,21.01,29.40,0.00,-5,0,0,0
16:57:55.746,15.94,19.47,29.34,0.00,-4,-2,0,0
16:57:56.084,20.72,22.97,29.56,0.00,-6,-2,0,0
16:57:56.426,18.26,21.53,29.27,0.00,-6,0,0,0
16:57:56.763,20.42,24.30,29.63,0.00,-9,6,0,0
16:57:57.102,13.39,15.51,29.50,0.00,-5,7,0,0
16:57:57.447,25.45,27.79,29.02,0.00,-5,7,0,0
16:57:57.795,21.14,24.33,28.69,0.00,-10,7,0,0
16:57:58.138,14.68,21.44,29.18,0.00,-25,8,-3,0
16:57:58.473,28.90,31.76,29.80,0.00,-26,10,-3,0
16:57:58.816,13.46,16.41,29.24,0.00,-13,9,0,0
16:57:59.153,16.96,20.65,29.62,0.00,-5,14,0,0
16:57:59.493,17.51,22.27,29.42,0.00,-8,15,0,0
16:57:59.841,20.96,23.70,28.71,0.00,-8,13,0,0
16:58:00.183,13.87,16.70,29.24,0.00,-5,7,0,0
16:58:00.522,19.85,23.15,29.54,0.00,-9,4,0,0
16:58:00.862,15.12,18.83,29.39,0.00,-16,7,-2,0
16:58:01.212,15.62,20.18,28.61,0.00,-18,2,-2,0
16:58:01.549,13.30,16.91,29.64,0.00,-13,-2,0,0
16:58:01.888,15.43,18.35,29.48,0.00,-8,-1,0,0
16:58:02.226,13.14,16.31,29.63,0.00,-5,2,0,0
16:58:02.565,20.99,23.66,29.46,0.00,-5,-1,0,0
16:58:02.907,13.35,15.43,29.26,0.00,-8,-3,0,0
16:58:03.253,14.24,18.57,28.92,0.00,-6,-3,0,0
16:58:03.594,15.69,19.83,29.29,0.00,-5,-3,0,0
16:58:03.933,14.42,19.15,29.53,0.00,-8,-3,0,0
16:58:04.273,16.13,19.78,29.40,0.00,-11,-3,0,0
16:58:04.610,15.07,19.77,29.65,0.00,-7,-3,0,0
16:58:04.947,13.26,15.37,29.67,0.00,-3,-4,0,0
16:58:05.287,22.87,24.82,29.43,0.00,64,-8,9,0
16:58:05.626,13.31,16.96,29.55,0.00,195,-1,29,0
16:58:05.961,15.16,18.85,29.77,0.00,42,25,6,-6
16:58:06.301,18.58,20.97,29.44,0.00,-93,8,-13,0
16:58:06.639,22.34,25.97,29.57,0.00,-92,-21,-13,5
16:58:06.976,16.93,19.32,29.67,0.00,-41,-13,-6,0
16:58:07.312,23.08,26.73,29.77,0.00,2,-1,0,0
16:58:07.656,13.64,15.91,29.05,0.00,18,5,2,0
16:58:07.995,19.08,22.02,29.50,0.00,16,2,2,0
16:58:08.334,14.00,18.19,29.56,0.00,8,2,0,0
16:58:08.677,14.19,17.83,29.13,0.00,8,1,0,0
16:58:09.025,13.73,17.87,28.75,0.00,9,1,0,0
16:58:09.367,20.00,22.23,29.27,0.00,9,2,0,0
16:58:09.706,13.67,15.71,29.47,0.00,7,2,0,0
16:58:10.045,20.96,23.32,29.47,0.00,7,1,0,0
16:58:10.383,13.69,15.86,29.61,0.00,4,0,0,0
16:58:10.727,23.54,25.95,29.07,0.00,11,-3,0,0
16:58:11.064,13.20,15.65,29.65,0.00,35,5,5,0
16:58:11.403,21.47,25.03,29.47,0.00,159,22,23,-5
16:58:11.741,13.48,16.89,29.65,0.00,396,10,59,0
16:58:12.078,21.58,25.08,29.66,0.00,335,-23,50,5
16:58:12.417,16.05,18.42,29.52,0.00,182,-2,27,0
16:58:12.761,15.47,19.06,29.08,0.00,37,23,5,-5
16:58:13.104,14.67,17.49,29.11,0.00,-55,32,-8,-8
16:58:13.442,27.53,30.80,29.61,0.00,-137,40,-20,-10
16:58:13.784,14.64,18.45,29.19,0.00,-343,-8,-51,0
16:58:14.122,20.69,24.17,29.60,0.00,-408,-36,-61,9
16:58:14.467,15.60,18.92,29.03,0.00,-227,-50,-34,12
16:58:14.807,13.32,15.57,29.42,0.00,-56,-27,-8,6
16:58:15.145,12.78,15.33,29.53,0.00,42,12,6,0
16:58:15.486,14.32,16.38,29.37,0.00,55,25,8,-6
16:58:15.824,13.14,15.27,29.61,0.00,33,12,4,0
16:58:16.163,18.26,21.86,29.50,0.00,8,-2,0,0
16:58:16.500,13.40,16.71,29.67,0.00,-3,-4,0,0
16:58:16.838,14.00,17.52,29.53,0.00,-3,-2,0,0
16:58:17.174,14.24,18.18,29.78,0.00,-2,-1,0,0
16:58:17.510,24.44,27.75,29.78,0.00,-3,-3,0,0
16:58:17.855,14.23,17.37,28.98,0.00,-8,-4,0,0
16:58:18.196,16.99,20.67,29.29,0.00,-5,0,0,0
16:58:18.537,13.79,16.27,29.31,0.00,-8,-4,0,0
16:58:18.875,21.75,25.39,29.64,0.00,-1,-4,0,0
16:58:19.220,14.24,16.36,28.97,0.00,-14,-1,0,0
16:58:19.559,23.78,27.39,29.46,0.00,-4,9,0,0
16:58:19.904,13.87,18.58,29.04,0.00,-5,9,0,0
16:58:20.249,16.90,21.11,28.94,0.00,-8,4,0,0
16:58:20.594,27.41,30.66,28.99,0.00,-9,5,0,0
16:58:20.934,14.29,18.23,29.48,0.00,-9,10,0,0
16:58:21.271,13.58,15.97,29.62,0.00,-5,10,0,0
16:58:21.626,14.57,17.20,28.17,0.00,-8,7,0,0
16:58:21.970,17.41,21.91,29.08,0.00,-6,9,0,0
16:58:22.310,14.57,18.35,29.39,0.00,-5,10,0,0
16:58:22.652,14.85,19.13,29.22,0.00,-6,7,0,0
16:58:22.992,24.19,26.96,29.42,0.00,-8,10,0,0
16:58:23.331,14.90,19.72,29.52,0.00,-6,12,0,0
16:58:23.668,13.82,17.67,29.66,0.00,-4,9,0,0
16:58:24.011,16.12,20.91,29.16,0.00,-4,8,0,0
16:58:24.357,24.74,28.27,28.90,0.00,-5,12,0,0
16:58:24.701,13.81,15.91,29.12,0.00,-2,9,0,0
16:58:25.039,21.65,25.18,29.55,0.00,-3,7,0,0
16:58:25.378,14.05,18.27,29.50,0.00,-6,7,0,0
16:58:25.718,19.38,22.98,29.40,0.00,-4,8,0,0
16:58:26.059,15.00,17.23,29.38,0.00,-3,6,0,0
16:58:26.397,14.61,18.37,29.52,0.00,1,7,0,0
16:58:26.736,16.19,20.10,29.50,0.00,7,10,0,0
16:58:27.074,25.68,28.31,29.60,0.00,5,5,0,0
16:58:27.410,16.68,21.17,29.79,0.00,2,6,0,0
16:58:27.756,30.03,32.76,28.89,0.00,3,7,0,0
16:58:28.092,15.19,19.78,29.80,0.00,9,7,0,0
16:58:28.432,13.81,17.45,29.34,0.00,5,5,0,0
16:58:28.771,15.80,19.85,29.54,0.00,4,8,0,0
16:58:29.128,20.78,23.02,28.04,0.00,5,7,0,0
16:58:29.464,15.92,19.53,29.69,0.00,6,7,0,0
16:58:29.800,23.16,26.71,29.82,0.00,2,5,0,0
16:58:30.143,21.07,24.71,29.17,0.00,6,7,0,0
16:58:30.491,15.35,19.60,28.68,0.00,-5,7,0,0
16:58:30.830,16.09,19.80,29.47,0.00,-5,7,0,0
16:58:31.166,24.85,27.34,29.82,0.00,-2,9,0,0
16:58:31.503,16.86,20.18,29.63,0.00,0,8,0,0
16:58:31.840,22.20,25.72,29.69,0.00,0,7,0,0
16:58:32.175,14.39,17.74,29.82,0.00,0,8,0,0
16:58:32.513,15.39,19.05,29.63,0.00,0,12,0,0
16:58:32.854,14.90,19.01,29.33,0.00,2,10,0,0
16:58:33.194,22.51,26.14,29.44,0.00,0,10,0,0
16:58:33.532,14.89,19.59,29.51,0.00,0,11,0,0
16:58:33.869,14.58,17.53,29.71,0.00,1,10,0,0
16:58:34.206,20.38,23.24,29.65,0.00,-1,10,0,0
16:58:34.545,15.08,18.78,29.51,0.00,0,12,0,0
16:58:34.884,19.43,22.49,29.53,0.00,-2,11,0,0
16:58:35.226,13.49,15.67,29.23,0.00,-3,10,0,0
16:58:35.564,14.37,17.94,29.61,0.00,-4,13,0,0
16:58:35.901,13.99,18.25,29.65,0.00,-10,7,0,0
16:58:36.241,23.27,26.52,29.43,0.00,8,10,0,0
16:58:36.576,14.26,17.74,29.81,0.00,-3,12,0,0
16:58:36.916,27.11,30.61,29.42,0.00,2,15,0,0
16:58:37.257,13.91,16.35,29.36,0.00,5,14,0,0
16:58:37.607,22.70,24.55,28.59,0.00,7,12,0,0
16:58:37.946,15.77,19.11,29.43,0.00,-51,-13,-7,0
16:58:38.288,19.93,22.89,29.27,0.00,-127,-28,-19,7
16:58:38.625,13.69,17.27,29.64,0.00,-138,2,-20,0
16:58:38.962,13.24,16.70,29.68,0.00,-68,18,-10,-4
16:58:39.299,12.60,14.88,29.66,0.00,41,25,6,-6
16:58:39.640,21.50,24.93,29.33,0.00,256,14,38,0
16:58:39.980,12.49,14.78,29.44,0.00,316,-91,47,22
16:58:40.324,19.75,22.51,29.06,0.00,255,-140,38,35
16:58:40.666,13.15,15.59,29.27,0.00,167,-103,25,25
16:58:41.010,16.08,20.26,29.07,0.00,141,-2,21,0
16:58:41.351,13.03,15.28,29.33,0.00,152,92,22,-23
16:58:41.709,12.60,14.73,27.94,0.00,149,97,22,-24
16:58:42.051,19.15,23.82,29.23,0.00,145,63,21,-15
16:58:42.391,13.69,16.71,29.40,0.00,223,37,33,-9
16:58:42.726,22.19,25.31,29.79,0.00,143,54,21,-13
16:58:43.065,15.94,19.81,29.51,0.00,152,-70,22,17
16:58:43.413,15.96,20.65,28.75,0.00,175,-171,26,42
16:58:43.752,16.67,20.15,29.52,0.00,170,-168,25,42
16:58:44.093,16.90,21.74,29.36,0.00,81,-28,12,7
16:58:44.441,23.40,26.70,28.70,0.00,5,87,0,-21
16:58:44.783,21.78,25.45,29.20,0.00,-22,40,-3,-10
16:58:45.126,26.81,30.08,29.22,0.00,-34,-138,-5,34
16:58:45.463,23.30,29.39,29.68,0.00,-59,-215,-8,53
16:58:45.809,21.85,25.52,28.88,0.00,-50,-135,-7,33
16:58:46.147,15.57,18.69,29.54,0.00,-38,-24,-5,6
16:58:46.494,18.45,21.82,28.83,0.00,-33,17,-4,-4
16:58:46.837,19.53,22.78,29.17,0.00,-23,31,-3,-7
16:58:47.180,14.22,16.49,29.20,0.00,-8,87,0,-21
16:58:47.516,21.99,25.56,29.69,0.00,-19,227,-2,-56
16:58:47.862,16.57,20.68,28.96,0.00,-45,179,-6,-44
16:58:48.198,22.24,25.45,29.74,0.00,-44,61,-6,-15
16:58:48.537,19.26,24.96,29.52,0.00,-58,34,-8,-8
16:58:48.882,26.22,29.91,28.92,0.00,-137,82,-20,-20
16:58:49.224,18.21,21.95,29.32,0.00,-244,115,-36,-28
16:58:49.567,25.11,29.06,29.11,0.00,-264,65,-39,-16
16:58:49.904,15.42,19.05,29.72,0.00,-210,-10,-31,0
16:58:50.251,17.42,21.77,28.78,0.00,-229,-33,-34,8
16:58:50.599,26.75,30.05,28.70,0.00,-212,7,-31,0
16:58:50.944,13.66,18.09,29.01,0.00,-162,7,-24,0
16:58:51.280,22.39,25.75,29.81,0.00,-167,-61,-25,15
16:58:51.619,14.63,17.35,29.50,0.00,-109,-168,-16,42
16:58:51.961,21.96,24.04,29.21,0.00,-28,-165,-4,41
16:58:52.303,12.14,14.51,29.22,0.00,7,-63,0,15
16:58:52.640,20.00,23.39,29.73,0.00,12,-11,0,0
16:58:52.978,15.75,17.75,29.59,0.00,-13,-59,0,14
16:58:53.319,22.02,25.45,29.31,0.00,-23,-130,-3,32
16:58:53.656,13.32,15.56,29.65,0.00,15,-113,0,28
16:58:53.996,27.47,31.09,29.41,0.00,33,-59,4,14
16:58:54.334,13.37,17.38,29.58,0.00,25,-3,3,0
16:58:54.677,14.06,18.11,29.15,0.00,23,5,3,0
16:58:55.017,13.45,15.57,29.42,0.00,20,6,3,0
16:58:55.355,14.62,19.89,29.63,0.00,37,-28,5,7
16:58:55.690,19.59,23.81,29.79,0.00,53,-66,7,16
16:58:56.030,11.88,15.18,29.42,0.00,60,-80,9,20
16:58:56.366,18.41,20.33,29.79,0.00,0,0,0,0
16:58:56.709,11.62,13.83,29.12,0.00,40,111,6,-27
16:58:57.050,13.07,15.15,29.34,0.00,0,0,0,0
16:58:57.387,10.99,13.06,29.66,0.00,0,0,0,0
16:58:57.726,20.95,22.70,29.49,0.00,0,0,0,0
16:58:58.064,12.02,14.13,29.65,0.00,0,0,0,0
16:58:58.399,18.10,21.38,29.78,0.00,-135,56,-20,-14
16:58:58.745,12.61,17.15,28.90,0.00,-28,-21,-4,5
16:58:59.086,20.74,23.77,29.38,0.00,180,-35,27,8
16:58:59.425,11.97,16.02,29.48,0.00,223,-10,33,0
16:58:59.771,15.51,20.20,28.93,0.00,188,27,28,-6
16:59:00.110,13.34,16.82,29.43,0.00,147,55,22,-13
16:59:00.456,17.39,20.44,28.94,0.00,162,67,24,-16
16:59:00.804,17.09,20.54,28.71,0.00,163,65,24,-16
16:59:01.146,11.54,14.31,29.27,0.00,138,52,20,-13
16:59:01.486,21.53,23.69,29.40,0.00,172,99,25,-24
16:59:01.834,17.20,20.81,28.73,0.00,172,147,25,-36
16:59:02.175,15.60,19.58,29.32,0.00,146,177,21,-44
16:59:02.518,16.62,20.00,29.18,0.00,106,182,15,-45
16:59:02.855,19.68,23.92,29.68,0.00,52,99,7,-24
16:59:03.193,27.97,30.79,29.55,0.00,10,-6,0,0
16:59:03.532,17.27,21.96,29.52,0.00,-20,-120,-3,30
16:59:03.870,19.27,23.02,29.57,0.00,0,0,0,0
16:59:04.222,15.32,17.45,28.42,0.00,0,0,0,0
16:59:04.560,23.58,27.15,29.60,0.00,0,0,0,0
16:59:04.910,18.67,21.57,28.58,0.00,0,0,0,0
16:59:05.254,15.83,19.92,29.09,0.00,0,0,0,0
16:59:05.591,30.85,33.84,29.66,0.00,-38,-113,-5,28
16:59:05.930,23.98,31.19,29.44,0.00,-6,-23,0,5
16:59:06.275,21.37,24.85,29.06,0.00,6,41,0,-10
16:59:06.615,16.21,21.97,29.39,0.00,-59,-109,-8,27
16:59:06.954,26.41,29.36,29.45,0.00,-83,-156,-12,39
16:59:07.294,16.48,24.36,29.43,0.00,-110,-153,-16,38
16:59:07.639,21.87,25.48,29.01,0.00,-120,-90,-18,22
16:59:07.981,21.07,24.57,29.19,0.00,-194,-89,-29,22
16:59:08.319,20.33,23.73,29.59,0.00,-208,-68,-31,17
16:59:08.658,12.17,14.41,29.52,0.00,-167,-14,-25,0
16:59:08.998,11.64,14.79,29.43,0.00,-155,-5,-23,0
16:59:09.337,14.21,18.95,29.54,0.00,-110,2,-16,0
16:59:09.674,12.03,15.02,29.61,0.00,-95,-6,-14,0
16:59:10.012,13.72,18.53,29.59,0.00,-85,-8,-12,0
16:59:10.350,13.73,17.15,29.60,0.00,-101,-14,-15,0
16:59:10.696,13.16,15.33,28.93,0.00,-149,-14,-22,0
16:59:11.034,22.80,25.02,29.59,0.00,-166,0,-24,0
16:59:11.374,13.01,17.63,29.37,0.00,-131,15,-19,0
16:59:11.711,11.38,13.90,29.68,0.00,-81,27,-12,-6
16:59:12.053,13.53,17.76,29.25,0.00,-38,24,-5,-6
16:59:12.393,10.85,12.73,29.37,0.00,-48,20,-7,-5
16:59:12.731,14.20,18.94,29.66,0.00,-100,75,-15,-18
16:59:13.071,10.47,12.65,29.41,0.00,-108,207,-16,-51
16:59:13.406,18.94,20.72,29.78,0.00,0,0,0,0
16:59:13.744,10.35,12.40,29.61,0.00,0,0,0,0
16:59:14.079,22.85,26.49,29.82,0.00,0,0,0,0
16:59:14.417,11.12,13.14,29.61,0.00,0,0,0,0
16:59:14.757,17.34,20.18,29.43,0.00,138,189,20,-47
16:59:15.092,12.25,16.85,29.81,0.00,65,114,9,-28
16:59:15.428,13.20,16.73,29.83,0.00,20,-20,3,5
16:59:15.768,19.43,22.13,29.42,0.00,60,-28,9,7
16:59:16.104,11.99,14.11,29.69,0.00,219,61,32,-15
16:59:16.448,18.46,20.46,29.08,0.00,273,67,40,-16
16:59:16.783,12.80,15.22,29.84,0.00,272,18,40,-4
16:59:17.124,20.62,24.00,29.35,0.00,216,2,32,0
16:59:17.469,12.78,15.54,28.99,0.00,115,22,17,-5
16:59:17.811,22.04,25.99,29.26,0.00,84,27,12,-6
16:59:18.151,15.54,18.77,29.41,0.00,97,10,14,0
