Timestamp,Algo_ms,Loop_ms,FPS,Pos_X,Pos_Y,Pos_Z,Roll,Pitch,Yaw
16:38:44.908,24.34,27.11,24.87,0.000,0.000,0.000,0.00,0.00,0.00
16:38:45.271,28.99,32.17,27.55,0.000,0.000,0.000,0.00,0.00,0.00
16:38:45.627,35.31,39.15,28.15,0.000,0.000,0.000,0.00,0.00,0.00
16:38:45.975,26.22,29.87,28.74,0.000,0.000,0.000,0.00,0.00,0.00
16:38:46.322,30.13,32.09,28.79,0.000,0.000,0.000,0.00,0.00,0.00
16:38:46.668,25.07,26.72,28.92,0.000,0.000,0.000,0.00,0.00,0.00
16:38:47.020,28.45,30.81,28.37,0.000,0.000,0.000,0.00,0.00,0.00
16:38:47.361,31.62,34.59,29.29,0.000,0.000,0.000,0.00,0.00,0.00
16:38:47.703,25.57,28.44,29.33,0.000,0.000,0.000,0.00,0.00,0.00
16:38:48.043,27.45,30.96,29.36,0.000,0.000,0.000,0.00,0.00,0.00
16:38:48.393,20.23,22.41,28.62,0.000,0.000,0.000,0.00,0.00,0.00
16:38:48.735,29.56,32.49,29.17,0.000,0.000,0.000,0.00,0.00,0.00
16:38:49.078,26.11,29.19,29.21,0.000,0.000,0.000,0.00,0.00,0.00
16:38:49.424,25.96,29.23,28.87,0.000,0.000,0.000,0.00,0.00,0.00
16:38:49.774,27.95,33.87,28.60,0.000,0.000,0.000,0.00,0.00,0.00
16:38:50.113,24.01,27.42,29.44,0.000,0.000,0.000,0.00,0.00,0.00
16:38:50.455,22.92,26.86,29.26,0.000,0.000,0.000,0.00,0.00,0.00
16:38:50.809,29.37,34.68,28.28,0.000,0.000,0.000,0.00,0.00,0.00
16:38:51.165,28.72,30.99,28.07,0.000,0.000,0.000,0.00,0.00,0.00
16:38:51.536,31.42,36.70,26.93,-0.162,0.045,0.398,-167.13,-10.57,7.22
16:38:51.874,20.33,26.17,29.59,-0.041,0.036,0.485,-168.86,3.01,14.54
16:38:52.214,24.84,29.10,29.46,-0.027,-0.007,0.505,-172.43,-4.81,12.73
16:38:52.564,37.29,40.12,28.54,-0.054,-0.013,0.481,-171.69,-20.66,14.43
16:38:52.916,35.49,38.68,28.41,-0.132,-0.020,0.452,-170.80,-14.17,5.61
16:38:53.263,29.14,31.78,28.80,-0.174,-0.009,0.441,-168.48,-16.14,0.69
16:38:53.602,30.21,33.82,29.56,-0.188,0.001,0.462,-173.78,-13.52,2.85
16:38:53.939,20.51,27.49,29.63,-0.155,-0.001,0.507,-174.80,-23.50,1.05
16:38:54.275,28.06,31.25,29.77,-0.068,-0.011,0.532,179.04,-19.33,1.64
16:38:54.613,19.35,23.64,29.57,-0.035,-0.002,0.538,-178.77,-13.90,1.42
16:38:54.958,23.69,27.43,28.99,-0.028,0.002,0.536,-176.38,-11.57,0.37
16:38:55.293,20.02,24.49,29.82,-0.025,0.003,0.528,-176.20,-14.31,-0.05
16:38:55.631,19.77,23.46,29.58,-0.022,0.003,0.527,-177.04,-7.00,1.11
16:38:55.967,25.56,28.77,29.81,0.005,0.005,0.517,179.58,-11.36,1.29
16:38:56.312,32.82,35.40,28.95,0.157,0.003,0.467,-176.93,-1.92,-5.16
16:38:56.659,17.59,20.75,28.87,0.201,0.021,0.483,-176.67,2.25,-1.09
16:38:57.009,22.96,25.00,28.59,0.164,0.030,0.503,-176.20,-0.17,0.40
16:38:57.347,22.17,26.39,29.52,0.114,0.017,0.514,-172.67,0.76,-1.66
16:38:57.688,23.40,27.12,29.38,0.109,0.014,0.533,-170.68,-10.46,3.46
16:38:58.027,21.29,24.75,29.45,0.082,0.020,0.553,-170.58,-19.04,10.10
16:38:58.370,32.27,34.51,29.19,0.033,0.036,0.563,-172.25,-22.49,10.29
16:38:58.715,29.12,33.19,28.95,-0.005,0.027,0.560,-171.12,-23.97,9.55
16:38:59.063,26.85,30.49,28.71,-0.018,0.009,0.554,-170.31,-24.73,8.26
16:38:59.402,30.83,33.08,29.52,-0.021,0.012,0.539,-166.92,-24.26,7.53
16:38:59.743,31.94,35.23,29.31,-0.083,-0.000,0.466,-165.38,-23.25,6.04
16:39:00.113,34.97,36.94,27.03,-0.118,-0.026,0.396,-160.43,-27.59,5.25
16:39:00.461,25.54,27.73,28.76,-0.178,-0.025,0.374,-165.06,-23.95,1.13
16:39:00.798,23.92,26.65,29.68,-0.185,-0.013,0.413,-173.18,-14.65,3.09
16:39:01.136,19.47,24.82,29.54,-0.155,-0.005,0.440,-172.77,-5.95,5.36
16:39:01.473,18.23,21.93,29.73,-0.115,0.006,0.478,-177.72,-3.72,7.28
16:39:01.811,21.37,25.36,29.59,-0.073,0.020,0.490,-176.18,-3.51,4.33
16:39:02.149,15.96,20.75,29.54,-0.020,0.022,0.496,-174.01,0.23,4.53
16:39:02.487,20.82,24.80,29.62,-0.014,0.006,0.499,-175.35,-2.53,4.27
16:39:02.839,19.49,23.69,28.43,-0.010,0.005,0.497,-175.86,-3.84,4.91
16:39:03.174,20.13,28.35,29.83,-0.011,0.007,0.490,-172.12,-6.56,4.61
16:39:03.523,19.62,23.27,28.68,-0.011,0.006,0.493,-174.55,-6.29,4.05
16:39:03.861,23.32,26.25,29.53,-0.010,0.006,0.492,-173.00,-7.71,4.33
16:39:04.204,23.16,26.49,29.17,-0.012,0.006,0.493,-175.98,-3.88,4.31
16:39:04.540,17.73,20.22,29.80,-0.010,0.007,0.487,-172.32,-5.94,3.92
16:39:04.881,23.15,26.78,29.35,0.002,-0.085,0.483,175.42,-0.92,-5.17
16:39:05.220,20.30,22.29,29.49,0.002,-0.192,0.489,150.84,-4.10,-18.38
16:39:05.562,24.16,27.46,29.17,0.000,0.000,0.000,0.00,0.00,0.00
16:39:05.910,13.63,15.93,28.74,0.000,0.000,0.000,0.00,0.00,0.00
16:39:06.256,17.67,21.52,28.93,0.000,0.000,0.000,0.00,0.00,0.00
16:39:06.596,14.49,16.30,29.38,0.000,0.000,0.000,0.00,0.00,0.00
16:39:06.940,13.53,15.36,29.14,0.000,0.000,0.000,0.00,0.00,0.00
16:39:07.287,17.30,19.13,28.80,0.000,0.000,0.000,0.00,0.00,0.00
16:39:07.635,13.51,16.36,28.69,0.000,0.000,0.000,0.00,0.00,0.00
16:39:07.973,16.65,22.69,29.64,-0.015,-0.170,0.496,-164.08,-24.37,-15.42
16:39:08.314,17.64,21.05,29.28,0.025,-0.070,0.515,-170.42,-26.64,-12.38
16:39:08.650,21.02,24.80,29.82,-0.003,0.018,0.531,177.64,-22.36,-6.42
16:39:08.990,25.04,28.96,29.42,-0.095,-0.020,0.521,174.86,-12.87,-9.13
16:39:09.335,20.96,25.29,28.95,-0.172,-0.035,0.506,176.67,-11.80,-15.08
16:39:09.677,16.01,19.24,29.26,-0.210,0.007,0.513,174.67,-11.35,-23.92
16:39:10.012,19.49,22.83,29.84,-0.171,0.032,0.537,171.61,-8.53,-31.00
16:39:10.348,16.72,21.61,29.71,-0.018,-0.029,0.523,173.30,-8.28,-30.95
16:39:10.685,17.90,21.42,29.70,0.090,-0.064,0.501,175.38,-1.15,-26.61
16:39:11.025,14.87,18.09,29.46,0.151,-0.039,0.516,173.48,3.16,-18.99
16:39:11.360,17.81,22.01,29.80,0.168,0.007,0.510,173.97,-2.65,-9.99
