Timestamp,Algo_ms,Loop_ms,FPS,Pos_X,Pos_Y,Pos_Z,Roll,Pitch,Yaw
14:09:56.155,21.18,28.02,28.05,0.000,0.000,0.000,0.00,0.00,0.00
14:09:56.491,13.15,16.66,29.83,0.000,0.000,0.000,0.00,0.00,0.00
14:09:56.826,16.45,20.79,29.82,0.000,0.000,0.000,0.00,0.00,0.00
14:09:57.161,13.35,16.80,29.82,0.000,0.000,0.000,0.00,0.00,0.00
14:09:57.496,15.11,19.59,29.83,0.000,0.000,0.000,0.00,0.00,0.00
14:09:57.831,16.03,19.54,29.85,0.000,0.000,0.000,0.00,0.00,0.00
14:09:58.167,14.37,17.91,29.80,0.000,0.000,0.000,0.00,0.00,0.00
14:09:58.502,18.50,22.54,29.82,0.000,0.000,0.000,0.00,0.00,0.00
14:09:58.838,16.29,21.49,29.80,0.000,0.000,0.000,0.00,0.00,0.00
14:09:59.174,16.79,21.43,29.76,0.000,0.000,0.000,0.00,0.00,0.00
14:09:59.510,17.09,20.65,29.78,0.021,0.042,0.439,-170.81,9.36,4.43
14:09:59.845,16.50,19.83,29.83,0.068,0.018,0.432,-169.69,-3.15,6.97
14:10:00.180,18.90,22.41,29.84,0.043,0.003,0.430,-166.31,-6.68,7.17
14:10:00.515,17.64,21.80,29.86,0.055,-0.002,0.421,-167.28,-3.66,0.22
14:10:00.852,17.77,21.96,29.71,0.082,-0.008,0.422,-170.91,1.75,0.36
14:10:01.187,20.17,23.82,29.78,0.075,0.003,0.399,-174.93,4.46,0.73
14:10:01.522,21.33,24.98,29.85,0.052,0.005,0.406,178.82,16.70,1.72
14:10:01.858,19.14,22.77,29.83,0.046,0.010,0.394,-179.23,14.21,2.18
14:10:02.194,20.04,23.67,29.73,0.044,0.013,0.378,176.33,18.86,-0.92
14:10:02.529,17.70,21.01,29.80,0.079,0.029,0.366,176.74,26.28,-5.56
14:10:02.864,19.58,23.09,29.86,0.082,0.021,0.377,178.61,20.83,-7.73
