Timestamp,Algo_ms,Loop_ms,FPS,Pos_X,Pos_Y,Pos_Z,Roll,Pitch,Yaw
15:50:34.170,16.36,20.63,28.12,0.000,0.000,0.000,0.00,0.00,0.00
15:50:34.511,15.24,19.11,29.32,0.000,0.000,0.000,0.00,0.00,0.00
15:50:34.848,15.02,19.11,29.73,0.000,0.000,0.000,0.00,0.00,0.00
15:50:35.184,15.72,19.38,29.76,0.000,0.000,0.000,0.00,0.00,0.00
15:50:35.519,18.16,21.71,29.85,0.000,0.000,0.000,0.00,0.00,0.00
15:50:35.854,15.40,18.80,29.80,0.000,0.000,0.000,0.00,0.00,0.00
15:50:36.190,17.72,21.07,29.75,0.000,0.000,0.000,0.00,0.00,0.00
15:50:36.527,17.10,20.73,29.72,0.000,0.000,0.000,0.00,0.00,0.00
15:50:36.862,15.31,20.01,29.80,0.000,0.000,0.000,0.00,0.00,0.00
15:50:37.198,19.21,22.56,29.82,0.000,0.000,0.000,0.00,0.00,0.00
15:50:37.533,16.75,20.17,29.79,0.000,0.000,0.000,0.00,0.00,0.00
15:50:37.871,17.78,21.68,29.64,0.000,0.000,0.000,0.00,0.00,0.00
15:50:38.205,15.38,19.17,29.86,0.000,0.000,0.000,0.00,0.00,0.00
15:50:38.542,15.44,19.47,29.75,0.000,0.000,0.000,0.00,0.00,0.00
15:50:38.878,19.35,23.05,29.72,0.000,0.000,0.000,0.00,0.00,0.00
15:50:39.214,15.29,19.40,29.76,0.051,0.006,0.458,-170.03,11.06,4.88
15:50:39.549,19.28,22.76,29.83,0.055,-0.027,0.468,-174.10,19.45,7.62
15:50:39.885,18.54,22.10,29.79,0.015,-0.011,0.457,-174.12,10.73,5.88
15:50:40.221,17.20,22.55,29.75,0.028,0.006,0.459,176.79,0.08,7.08
15:50:40.558,24.28,27.76,29.70,0.108,0.006,0.449,-169.85,22.40,13.28
15:50:40.894,16.62,20.02,29.72,0.176,0.022,0.429,-177.66,10.32,19.95
15:50:41.230,19.97,23.55,29.84,0.144,0.024,0.448,-174.96,3.70,21.82
15:50:41.565,20.08,23.59,29.82,0.058,0.011,0.469,-176.07,-12.80,20.74
15:50:41.900,18.67,22.78,29.82,0.003,0.002,0.468,-177.76,-18.92,20.42
15:50:42.237,22.88,26.29,29.72,-0.033,-0.003,0.469,-179.71,-23.52,21.77
15:50:42.572,19.83,23.62,29.82,-0.115,-0.033,0.421,-175.10,-36.51,18.27
15:50:42.914,20.81,24.43,29.24,-0.185,-0.050,0.409,179.54,-26.69,12.75
15:50:43.250,19.41,23.49,29.77,-0.206,-0.028,0.421,179.14,-16.27,7.45
15:50:43.585,17.55,21.25,29.82,-0.213,0.023,0.421,179.75,-10.01,-0.02
15:50:43.922,26.59,29.94,29.69,-0.181,0.064,0.458,-173.65,1.60,-4.43
15:50:44.260,18.00,23.34,29.60,-0.116,0.052,0.534,-176.47,17.01,-6.86
15:50:44.599,18.48,22.57,29.51,-0.066,0.016,0.580,-174.37,29.20,-6.09
15:50:44.935,16.99,20.38,29.79,-0.026,-0.005,0.587,-176.49,38.17,-5.46
15:50:45.270,22.65,26.06,29.77,0.036,0.003,0.539,-179.92,35.87,-4.87
15:50:45.608,17.48,20.85,29.61,0.136,0.006,0.421,-172.45,23.61,-2.29
15:50:45.943,16.67,20.54,29.85,0.207,0.027,0.389,175.82,17.63,0.99
15:50:46.280,17.54,22.79,29.72,0.214,0.027,0.418,-175.69,9.10,9.81
15:50:46.616,17.64,21.01,29.72,0.169,0.020,0.473,178.99,24.37,12.86
15:50:46.954,22.89,26.36,29.61,0.144,0.019,0.497,-176.99,13.47,8.86
15:50:47.289,20.75,24.54,29.82,0.138,-0.011,0.527,-165.64,24.24,13.84
15:50:47.625,20.75,24.35,29.74,0.075,-0.015,0.530,-166.37,9.30,9.88
15:50:47.961,21.16,31.01,29.79,0.009,0.001,0.520,-166.77,9.40,8.26
15:50:48.297,19.56,22.90,29.77,-0.029,0.005,0.512,-168.83,3.09,6.83
15:50:48.634,23.25,27.33,29.71,-0.099,-0.010,0.450,-168.57,-4.96,8.86
15:50:48.970,20.41,24.15,29.76,-0.160,-0.009,0.334,-163.25,-46.68,3.55
15:50:49.305,23.45,27.07,29.84,0.000,0.000,0.000,0.00,0.00,0.00
15:50:49.641,17.29,22.57,29.74,0.000,0.000,0.000,0.00,0.00,0.00
15:50:49.976,17.83,21.23,29.81,0.000,0.000,0.000,0.00,0.00,0.00
15:50:50.315,25.91,29.42,29.54,0.000,0.000,0.000,0.00,0.00,0.00
15:50:50.652,17.62,20.91,29.65,0.000,0.000,0.000,0.00,0.00,0.00
15:50:50.988,24.61,28.83,29.79,-0.139,-0.011,0.401,-166.40,-9.71,4.51
15:50:51.323,23.60,27.17,29.78,-0.082,-0.015,0.449,-175.35,-1.71,6.81
15:50:51.659,17.44,21.34,29.81,-0.076,-0.003,0.430,177.77,-6.61,3.88
15:50:51.995,20.51,26.55,29.79,-0.162,0.007,0.369,-175.81,-21.89,0.88
15:50:52.331,16.30,20.27,29.72,-0.223,0.025,0.361,-169.64,-6.00,-2.55
15:50:52.667,27.40,32.10,29.74,-0.146,0.016,0.419,-167.04,6.03,-3.37
15:50:53.003,17.90,21.70,29.77,-0.060,-0.001,0.461,-170.43,19.70,-3.72
15:50:53.339,18.37,22.19,29.79,-0.026,-0.002,0.463,-173.27,24.06,-5.00
15:50:53.684,21.01,24.87,28.98,0.004,-0.002,0.459,-170.45,25.62,-2.92
15:50:54.020,16.57,21.08,29.79,0.106,0.001,0.410,-167.45,27.16,1.44
15:50:54.362,19.12,26.51,29.19,0.203,0.006,0.385,-178.47,16.29,2.69
15:50:54.698,14.95,18.33,29.81,0.186,-0.011,0.428,-174.11,4.33,4.01
15:50:55.033,18.62,23.50,29.79,0.104,-0.005,0.452,-177.76,-6.68,7.02
15:50:55.369,17.84,21.72,29.81,0.048,0.007,0.457,-178.31,-16.75,10.26
15:50:55.708,21.19,24.91,29.52,-0.026,0.004,0.450,-176.36,-18.84,8.88
15:50:56.044,19.38,23.30,29.70,-0.130,-0.007,0.388,-168.91,-27.94,3.36
15:50:56.380,15.75,20.32,29.79,-0.224,0.003,0.375,-175.95,-14.49,-0.74
15:50:56.716,18.88,24.55,29.73,-0.200,0.005,0.441,-176.12,5.20,-1.71
15:50:57.051,14.43,18.82,29.83,-0.095,0.006,0.482,-175.48,18.75,-1.06
15:50:57.387,19.34,24.18,29.84,-0.035,-0.002,0.491,-175.37,22.51,-0.48
15:50:57.722,20.14,23.76,29.81,-0.022,-0.081,0.482,-175.84,23.29,-0.24
15:50:58.058,16.22,19.58,29.81,-0.016,-0.121,0.482,177.13,21.84,-2.42
15:50:58.393,14.49,19.58,29.83,-0.005,-0.038,0.504,162.94,27.14,-7.19
15:50:58.728,14.74,19.02,29.83,-0.007,0.085,0.503,151.89,28.41,-12.47
15:50:59.064,18.72,24.95,29.80,-0.020,0.116,0.492,159.83,24.01,-9.04
15:50:59.399,16.06,21.07,29.80,-0.021,0.088,0.514,167.67,28.10,-6.45
15:50:59.735,18.56,22.73,29.81,-0.028,0.005,0.518,-177.94,25.66,-0.84
15:51:00.073,21.83,25.20,29.60,-0.030,-0.021,0.508,-174.39,26.75,0.09
15:51:00.408,19.71,23.59,29.83,0.054,-0.002,0.471,-171.20,28.09,4.63
15:51:00.743,15.54,18.97,29.84,0.177,0.022,0.418,-173.13,27.12,5.06
15:51:01.079,17.99,22.23,29.75,0.173,0.017,0.425,-174.23,7.31,11.93
15:51:01.415,16.34,22.45,29.75,0.067,0.006,0.442,-174.03,-8.25,11.38
15:51:01.750,20.65,24.23,29.85,0.001,0.004,0.449,-177.84,-13.07,10.66
15:51:02.085,19.18,24.20,29.84,-0.141,-0.007,0.411,178.60,-5.14,6.98
15:51:02.421,17.20,20.61,29.80,-0.222,-0.015,0.393,-171.80,-3.37,2.56
15:51:02.756,20.07,23.69,29.82,-0.178,-0.010,0.439,-170.69,10.62,-0.15
15:51:03.091,15.24,19.02,29.84,-0.070,0.011,0.461,-173.42,23.47,-2.58
15:51:03.426,18.81,22.64,29.85,0.002,0.043,0.398,-170.70,18.13,-4.35
15:51:03.762,16.77,23.98,29.83,0.003,0.028,0.410,-178.52,-0.02,-14.34
15:51:04.097,14.51,18.09,29.80,0.000,0.000,0.000,0.00,0.00,0.00
15:51:04.432,17.93,22.76,29.83,0.000,0.000,0.000,0.00,0.00,0.00
15:51:04.768,18.63,22.38,29.84,0.000,0.000,0.000,0.00,0.00,0.00
15:51:05.103,17.58,21.23,29.78,0.000,0.000,0.000,0.00,0.00,0.00
15:51:05.439,20.24,23.44,29.81,0.000,0.000,0.000,0.00,0.00,0.00
15:51:05.776,19.21,22.57,29.70,0.000,0.000,0.000,0.00,0.00,0.00
15:51:06.112,22.20,28.36,29.69,0.000,0.000,0.000,0.00,0.00,0.00
15:51:06.451,21.47,24.77,29.54,0.000,0.000,0.000,0.00,0.00,0.00
15:51:06.787,19.86,23.20,29.73,0.000,0.000,0.000,0.00,0.00,0.00
