Timestamp,Algo_ms,Loop_ms,FPS,Body_X,Body_Y,Alt_Z,Marker_Yaw
16:36:30.505,19.41,22.95,27.48,0.002,-0.006,0.808,1.53
16:36:30.840,20.68,25.23,29.83,0.002,-0.006,0.808,1.53
16:36:31.175,18.86,22.13,29.83,0.002,-0.006,0.808,1.53
16:36:31.510,20.38,24.38,29.84,0.002,-0.006,0.808,1.53
16:36:31.847,22.17,25.63,29.70,0.002,-0.006,0.808,1.53
16:36:32.183,18.82,22.39,29.80,0.002,-0.006,0.808,1.53
16:36:32.518,20.75,29.93,29.79,0.002,-0.006,0.808,1.53
16:36:32.854,18.71,22.98,29.79,0.002,-0.006,0.808,1.53
16:36:33.194,20.66,29.12,29.41,0.002,-0.006,0.808,1.53
16:36:33.531,19.98,24.26,29.71,0.002,-0.006,0.807,3.09
16:36:33.868,23.32,32.51,29.67,0.002,-0.006,0.807,3.09
16:36:34.207,20.70,24.61,29.44,0.002,-0.006,0.807,3.09
16:36:34.542,18.75,27.97,29.84,0.002,-0.006,0.807,3.09
16:36:34.878,20.54,24.20,29.76,0.002,-0.006,0.807,3.09
16:36:35.214,19.51,30.09,29.82,0.002,-0.007,0.830,3.20
16:36:35.550,21.00,24.78,29.73,0.002,-0.007,0.830,3.20
16:36:35.891,17.45,27.27,29.34,0.002,-0.007,0.830,3.20
16:36:36.226,19.72,23.62,29.83,0.002,-0.007,0.830,3.20
16:36:36.562,19.34,28.65,29.76,0.002,-0.007,0.830,3.20
16:36:36.898,19.30,22.64,29.81,0.002,-0.007,0.830,3.20
16:36:37.233,19.53,28.37,29.83,0.002,-0.006,0.807,3.09
16:36:37.570,20.67,24.94,29.66,0.002,-0.006,0.807,3.09
16:36:37.906,19.35,29.00,29.81,0.002,-0.006,0.807,3.09
16:36:38.242,19.47,23.52,29.76,0.002,-0.006,0.807,3.09
16:36:38.577,18.93,28.60,29.81,0.002,-0.006,0.807,3.09
16:36:38.913,20.75,24.40,29.81,0.002,-0.006,0.807,3.09
16:36:39.248,19.97,30.02,29.83,0.002,-0.006,0.808,1.53
16:36:39.583,17.31,22.38,29.84,0.002,-0.006,0.808,1.53
16:36:39.919,19.42,28.64,29.78,0.002,-0.006,0.808,1.53
16:36:40.267,42.11,46.27,28.68,0.002,-0.006,0.808,1.53
16:36:40.603,17.76,27.69,29.77,0.002,-0.006,0.808,1.53
16:36:40.940,15.94,19.34,29.74,0.002,-0.006,0.807,3.09
16:36:41.275,20.10,29.06,29.82,0.002,-0.006,0.807,3.09
16:36:41.616,16.29,21.01,29.36,0.002,-0.006,0.807,3.09
16:36:41.952,20.40,29.18,29.73,0.002,-0.006,0.808,1.53
16:36:42.287,23.10,26.33,29.80,0.002,-0.006,0.807,3.09
16:36:42.623,19.20,29.02,29.78,0.002,-0.006,0.807,3.09
16:36:42.960,20.68,25.40,29.74,0.002,-0.007,0.830,3.20
16:36:43.299,25.69,36.47,29.49,0.002,-0.006,0.807,3.09
16:36:43.635,21.86,25.54,29.70,0.002,-0.006,0.807,3.09
16:36:43.971,18.76,30.89,29.79,0.002,-0.006,0.807,3.09
16:36:44.311,22.51,26.00,29.42,0.002,-0.006,0.808,1.53
16:36:44.646,19.04,28.29,29.81,0.002,-0.006,0.808,1.53
16:36:44.983,19.29,22.51,29.71,0.002,-0.006,0.808,1.53
16:36:45.318,21.01,31.15,29.85,0.002,-0.006,0.808,1.53
16:36:45.656,19.61,23.00,29.61,0.002,-0.006,0.808,1.53
16:36:45.991,20.85,29.23,29.82,0.002,-0.006,0.808,1.53
16:36:46.326,20.33,23.65,29.82,0.002,-0.006,0.808,1.53
16:36:46.663,19.61,29.28,29.74,0.002,-0.006,0.808,1.53
16:36:47.000,18.74,21.95,29.62,0.002,-0.006,0.808,1.53
16:36:47.336,18.38,29.24,29.74,0.002,-0.006,0.808,1.53
16:36:47.673,20.73,24.55,29.69,0.002,-0.006,0.808,1.53
16:36:48.012,17.87,29.73,29.49,0.002,-0.006,0.808,1.53
16:36:48.348,21.38,25.53,29.83,0.002,-0.006,0.808,1.53
16:36:48.685,19.40,28.10,29.63,0.002,-0.006,0.808,1.53
16:36:49.020,19.77,23.61,29.84,0.002,-0.006,0.808,1.53
16:36:49.356,24.36,33.49,29.80,0.002,-0.006,0.808,1.53
16:36:49.691,20.35,25.14,29.83,0.002,-0.006,0.808,1.53
16:36:50.031,20.80,29.92,29.43,0.002,-0.006,0.808,1.53
16:36:50.368,21.99,26.21,29.63,0.002,-0.006,0.808,1.53
16:36:50.704,19.76,29.63,29.79,0.002,-0.006,0.808,1.53
16:36:51.041,19.84,23.81,29.69,0.002,-0.006,0.807,3.09
16:36:51.376,22.27,33.64,29.82,0.002,-0.006,0.807,3.09
16:36:51.713,18.38,22.28,29.71,0.002,-0.006,0.808,1.53
16:36:52.050,22.25,35.40,29.64,0.002,-0.006,0.808,1.53
16:36:52.393,20.91,24.72,29.17,0.002,-0.006,0.808,1.53
16:36:52.729,19.92,29.48,29.80,0.002,-0.006,0.807,3.09
16:36:53.064,21.24,24.71,29.79,0.002,-0.006,0.807,3.09
16:36:53.405,18.98,28.39,29.37,0.002,-0.006,0.808,1.53
16:36:53.740,19.28,23.87,29.78,0.002,-0.006,0.808,1.53
16:36:54.082,20.12,28.56,29.25,0.002,-0.006,0.808,1.53
16:36:54.418,20.08,25.04,29.76,0.002,-0.006,0.808,1.53
16:36:54.759,21.77,31.17,29.40,0.002,-0.006,0.808,1.53
16:36:55.095,23.39,28.24,29.71,0.002,-0.006,0.808,1.53
16:36:55.432,18.58,28.30,29.65,0.002,-0.006,0.807,3.09
16:36:55.768,22.33,25.99,29.76,0.002,-0.006,0.807,3.09
16:36:56.104,22.60,31.39,29.79,0.002,-0.006,0.807,3.09
16:36:56.443,21.23,24.31,29.54,0.002,-0.006,0.807,3.09
16:36:56.779,20.37,29.87,29.73,0.002,-0.006,0.807,3.09
16:36:57.114,21.99,25.40,29.81,0.002,-0.006,0.807,3.09
16:36:57.453,24.65,33.32,29.55,0.002,-0.006,0.807,3.09
16:36:57.789,20.08,24.11,29.78,0.002,-0.006,0.807,3.09
16:36:58.125,18.89,28.07,29.70,0.002,-0.006,0.807,3.09
16:36:58.461,18.50,21.94,29.78,0.002,-0.006,0.807,3.09
16:36:58.799,20.51,29.69,29.63,0.002,-0.006,0.807,3.09
16:36:59.135,21.86,26.17,29.72,0.002,-0.006,0.807,3.09
16:36:59.472,22.94,31.39,29.72,0.002,-0.006,0.807,3.09
16:36:59.811,29.31,36.56,29.49,0.002,-0.006,0.807,3.09
16:37:00.146,21.04,31.88,29.79,0.002,-0.006,0.807,3.09
16:37:00.484,21.50,24.66,29.61,0.002,-0.006,0.808,1.53
16:37:00.820,19.14,29.59,29.80,0.002,-0.006,0.808,1.53
16:37:01.155,21.28,24.79,29.79,0.002,-0.006,0.808,1.53
16:37:01.491,17.87,30.39,29.81,0.002,-0.006,0.808,1.53
16:37:01.826,20.02,23.78,29.79,0.002,-0.006,0.808,1.53
16:37:02.163,18.88,28.34,29.71,0.002,-0.006,0.808,1.53
16:37:02.499,18.71,22.95,29.75,0.002,-0.006,0.807,3.09
16:37:02.836,19.36,28.73,29.73,0.002,-0.006,0.807,3.09
16:37:03.173,19.90,24.13,29.63,0.002,-0.006,0.807,3.09
16:37:03.510,20.02,29.42,29.71,0.002,-0.006,0.808,1.53
16:37:03.847,23.28,26.62,29.67,0.002,-0.006,0.808,1.53
16:37:04.183,20.85,30.99,29.70,0.002,-0.006,0.808,1.53
16:37:04.519,20.22,24.21,29.82,0.002,-0.006,0.808,1.53
16:37:04.854,19.20,31.00,29.83,0.002,-0.006,0.808,1.53
16:37:05.190,20.59,24.77,29.79,0.002,-0.006,0.808,1.53
16:37:05.525,19.37,29.50,29.80,0.002,-0.006,0.808,1.53
16:37:05.868,25.41,31.26,29.34,0.002,-0.006,0.808,1.53
16:37:06.204,20.04,29.13,29.57,0.002,-0.006,0.808,1.53
16:37:06.540,19.42,23.00,29.76,0.002,-0.006,0.808,1.53
16:37:06.876,24.59,33.72,29.74,0.002,-0.006,0.808,1.53
16:37:07.212,19.58,23.68,29.84,0.002,-0.006,0.808,1.53
16:37:07.548,21.33,29.94,29.73,0.002,-0.006,0.808,1.53
16:37:07.885,19.98,23.30,29.63,0.002,-0.006,0.808,1.53
16:37:08.222,16.84,26.79,29.70,0.002,-0.006,0.808,1.53
16:37:08.558,25.29,28.82,29.80,0.002,-0.006,0.808,1.53
