Timestamp,Algo_ms,Loop_ms,FPS,Body_X,Body_Y,Alt_Z,Marker_Yaw
16:50:40.352,25.61,30.15,25.91,0.039,-0.051,0.806,179.98
16:50:40.687,18.16,22.02,29.84,0.039,-0.051,0.806,179.98
16:50:41.022,22.21,25.69,29.83,0.039,-0.051,0.806,179.98
16:50:41.357,20.21,24.17,29.84,0.039,-0.051,0.806,179.98
16:50:41.693,18.33,21.54,29.82,0.039,-0.051,0.806,179.98
16:50:42.029,25.18,29.23,29.75,0.039,-0.051,0.806,179.98
16:50:42.364,19.98,23.20,29.80,0.039,-0.051,0.806,179.98
16:50:42.700,21.34,24.82,29.82,0.039,-0.051,0.806,179.98
16:50:43.036,21.36,24.98,29.76,0.039,-0.051,0.806,179.98
16:50:43.372,19.42,23.18,29.70,0.039,-0.051,0.806,179.98
16:50:43.708,23.08,26.47,29.80,0.039,-0.051,0.806,179.98
16:50:44.043,20.17,23.71,29.81,0.039,-0.051,0.806,179.98
16:50:44.379,19.23,23.00,29.80,0.039,-0.051,0.806,179.98
16:50:44.714,22.85,25.89,29.84,0.039,-0.051,0.806,179.98
16:50:45.049,18.57,22.66,29.85,0.039,-0.051,0.806,179.98
16:50:45.386,21.71,24.93,29.71,0.039,-0.051,0.806,179.98
16:50:45.733,20.49,24.36,28.77,0.039,-0.051,0.806,179.98
16:50:46.069,19.54,24.03,29.83,0.039,-0.051,0.806,179.98
16:50:46.404,18.53,21.73,29.81,0.039,-0.051,0.806,179.98
16:50:46.742,19.97,23.35,29.63,0.039,-0.051,0.806,179.98
16:50:47.077,22.00,25.95,29.79,0.039,-0.051,0.806,179.98
16:50:47.413,19.81,23.26,29.75,0.039,-0.051,0.806,179.98
16:50:47.749,19.18,22.19,29.80,0.039,-0.051,0.806,179.98
16:50:48.085,18.65,21.96,29.76,0.039,-0.051,0.806,179.98
16:50:48.420,20.28,23.73,29.82,0.039,-0.051,0.806,179.98
16:50:48.756,20.33,24.18,29.80,0.039,-0.051,0.806,179.98
16:50:49.091,19.94,24.27,29.85,0.039,-0.051,0.806,179.98
16:50:49.428,20.33,23.58,29.67,0.039,-0.051,0.806,179.98
16:50:49.763,22.00,26.35,29.81,0.039,-0.051,0.806,179.98
16:50:50.099,24.46,27.76,29.84,0.039,-0.051,0.806,179.98
16:50:50.436,22.14,26.12,29.66,0.039,-0.051,0.806,179.98
16:50:50.771,18.12,22.83,29.80,0.039,-0.051,0.806,179.98
16:50:51.107,19.52,24.16,29.79,0.039,-0.051,0.806,179.98
16:50:51.443,30.13,34.24,29.79,0.039,-0.051,0.806,179.98
16:50:51.778,20.33,24.83,29.82,0.039,-0.051,0.806,179.98
16:50:52.114,22.39,25.95,29.78,0.039,-0.051,0.806,179.98
16:50:52.449,20.82,24.43,29.83,0.039,-0.051,0.806,179.98
16:50:52.785,23.85,27.46,29.81,0.039,-0.051,0.806,179.98
16:50:53.120,20.12,25.04,29.83,0.039,-0.051,0.806,179.98
16:50:53.455,18.69,22.55,29.83,0.039,-0.051,0.806,179.98
16:50:53.790,20.67,23.96,29.86,0.039,-0.051,0.806,179.98
16:50:54.125,19.80,23.42,29.80,0.039,-0.051,0.806,179.98
16:50:54.461,21.49,25.07,29.82,0.039,-0.051,0.806,179.98
16:50:54.799,18.48,23.18,29.59,0.039,-0.051,0.806,179.98
16:50:55.139,25.81,29.42,29.41,0.039,-0.051,0.806,179.98
16:50:55.475,20.51,24.10,29.74,0.039,-0.051,0.806,179.98
