Timestamp,Algo_ms,Loop_ms,FPS,Pos_X,Pos_Y,Pos_Z,Roll,Pitch,Yaw
13:56:15.936,28.44,31.86,26.90,0.000,0.000,0.000,0.00,0.00,0.00
13:56:16.276,13.92,18.37,29.42,0.000,0.000,0.000,0.00,0.00,0.00
13:56:16.612,16.66,20.48,29.74,0.000,0.000,0.000,0.00,0.00,0.00
13:56:16.947,15.95,20.22,29.83,0.000,0.000,0.000,0.00,0.00,0.00
13:56:17.283,17.31,23.07,29.78,0.000,0.000,0.000,0.00,0.00,0.00
13:56:17.629,18.13,22.87,28.90,0.000,0.000,0.000,0.00,0.00,0.00
13:56:17.964,17.17,21.25,29.84,0.000,0.000,0.000,0.00,0.00,0.00
13:56:18.299,16.74,22.73,29.82,0.000,0.000,0.000,0.00,0.00,0.00
13:56:18.635,17.91,21.28,29.81,0.000,0.000,0.000,0.00,0.00,0.00
13:56:18.970,19.28,22.70,29.84,0.000,0.000,0.000,0.00,0.00,0.00
13:56:19.306,20.93,24.32,29.78,0.000,0.000,0.000,0.00,0.00,0.00
13:56:19.644,21.08,24.55,29.52,0.000,0.000,0.000,0.00,0.00,0.00
13:56:19.979,17.96,21.54,29.84,0.000,0.000,0.000,0.00,0.00,0.00
13:56:20.315,16.04,19.31,29.83,0.000,0.000,0.000,0.00,0.00,0.00
13:56:20.650,20.33,23.62,29.84,0.000,0.000,0.000,0.00,0.00,0.00
13:56:20.986,21.96,27.34,29.78,0.000,0.000,0.000,0.00,0.00,0.00
13:56:21.321,17.11,21.23,29.79,0.000,0.000,0.000,0.00,0.00,0.00
13:56:21.657,19.81,23.25,29.80,0.000,0.000,0.000,0.00,0.00,0.00
13:56:21.993,17.02,20.73,29.76,0.000,0.000,0.000,0.00,0.00,0.00
13:56:22.329,18.57,22.34,29.73,0.000,0.000,0.000,0.00,0.00,0.00
13:56:22.665,18.65,22.25,29.76,0.000,0.000,0.000,0.00,0.00,0.00
13:56:23.001,16.03,20.34,29.79,0.000,0.000,0.000,0.00,0.00,0.00
13:56:23.337,21.09,24.46,29.74,0.000,0.000,0.000,0.00,0.00,0.00
13:56:23.673,15.51,20.08,29.77,0.000,0.000,0.000,0.00,0.00,0.00
13:56:24.010,17.99,21.37,29.70,0.000,0.000,0.000,0.00,0.00,0.00
13:56:24.346,19.31,23.02,29.76,0.000,0.000,0.000,0.00,0.00,0.00
13:56:24.681,16.68,21.00,29.84,0.000,0.000,0.000,0.00,0.00,0.00
13:56:25.018,18.04,21.63,29.66,0.000,0.000,0.000,0.00,0.00,0.00
13:56:25.354,19.97,25.32,29.81,0.000,0.000,0.000,0.00,0.00,0.00
13:56:25.689,14.71,18.88,29.84,0.000,0.000,0.000,0.00,0.00,0.00
13:56:26.024,16.00,21.06,29.84,0.000,0.000,0.000,0.00,0.00,0.00
13:56:26.359,18.73,22.23,29.84,0.106,-0.000,0.504,-167.91,20.76,6.12
13:56:26.694,23.35,27.89,29.81,0.095,-0.010,0.517,-168.35,6.91,3.32
13:56:27.030,20.61,27.89,29.76,0.114,-0.014,0.520,-168.16,-4.95,5.53
13:56:27.366,21.59,25.11,29.83,0.050,0.003,0.543,-171.26,-7.40,5.80
13:56:27.704,30.35,34.84,29.57,-0.013,0.002,0.564,-173.44,-14.38,3.38
13:56:28.040,19.63,23.99,29.77,-0.087,-0.003,0.556,-179.56,-15.59,-0.07
13:56:28.377,24.10,27.36,29.68,-0.115,-0.009,0.557,-177.22,-8.00,-2.06
13:56:28.713,20.98,25.08,29.77,-0.083,-0.008,0.568,-175.07,2.26,-2.14
13:56:29.048,19.98,24.15,29.77,-0.037,0.001,0.573,-176.17,4.82,-1.69
13:56:29.384,20.44,26.67,29.79,-0.000,0.001,0.575,-176.31,-7.92,-0.42
13:56:29.719,18.40,21.57,29.85,0.006,0.001,0.572,-178.19,-11.70,0.64
13:56:30.054,23.12,28.26,29.83,-0.002,-0.001,0.575,-176.62,-10.11,-0.31
13:56:30.390,18.27,22.06,29.77,0.002,-0.004,0.571,-179.73,-14.68,0.58
13:56:30.726,17.73,20.99,29.77,0.005,-0.004,0.577,-178.13,-15.60,1.19
13:56:31.063,18.56,24.56,29.68,-0.001,-0.005,0.584,-175.31,-14.62,0.69
13:56:31.399,17.43,20.79,29.74,-0.007,-0.004,0.582,-178.87,-18.21,1.63
13:56:31.735,20.05,26.51,29.82,-0.014,-0.003,0.582,-177.23,-17.83,0.90
13:56:32.070,20.01,23.71,29.81,-0.016,-0.003,0.580,-178.39,-18.26,1.23
13:56:32.405,27.80,32.42,29.81,-0.014,-0.002,0.585,-178.97,-14.94,1.55
13:56:32.741,25.87,30.28,29.78,-0.015,-0.004,0.582,179.17,-16.70,1.57
13:56:33.077,17.59,20.94,29.83,-0.003,-0.002,0.579,-177.09,-19.11,1.69
13:56:33.413,21.94,33.92,29.76,-0.012,-0.007,0.591,-176.08,-19.60,1.15
13:56:33.748,23.83,27.58,29.79,-0.014,-0.003,0.593,-179.46,-16.18,1.44
13:56:34.084,24.77,31.25,29.75,-0.017,0.000,0.586,-179.49,-17.27,1.64
13:56:34.421,23.66,27.23,29.72,-0.021,-0.000,0.587,179.38,-19.65,1.13
13:56:34.757,20.38,26.50,29.77,-0.021,-0.000,0.585,-178.19,-21.11,0.72
13:56:35.093,28.05,31.47,29.74,-0.022,0.000,0.591,-178.40,-18.24,0.63
13:56:35.432,17.88,22.79,29.51,-0.021,-0.000,0.585,-178.19,-21.11,0.72
13:56:35.767,21.34,25.30,29.83,-0.021,0.000,0.587,-179.71,-19.62,1.68
13:56:36.103,22.74,25.88,29.80,-0.022,-0.000,0.587,-179.56,-19.69,0.96
13:56:36.438,17.87,22.43,29.79,-0.023,0.000,0.591,179.47,-18.28,0.59
13:56:36.775,19.29,25.77,29.66,0.021,0.003,0.605,-178.15,-25.73,1.59
13:56:37.111,19.57,23.26,29.80,0.056,0.016,0.589,-178.45,-24.28,7.67
13:56:37.447,22.51,26.96,29.79,0.031,0.018,0.589,-176.76,-25.23,7.57
13:56:37.783,19.52,23.32,29.79,-0.037,0.008,0.580,-173.27,-23.98,3.64
13:56:38.118,19.11,22.43,29.79,-0.109,0.004,0.568,-173.69,-21.53,-0.20
13:56:38.455,20.34,23.84,29.72,-0.143,0.000,0.569,-174.75,-13.57,-5.15
13:56:38.791,20.78,24.64,29.76,-0.087,-0.001,0.581,-173.79,-0.10,-4.89
13:56:39.126,19.13,26.18,29.83,-0.038,-0.002,0.586,-173.84,-0.46,-5.20
13:56:39.461,18.98,22.84,29.82,-0.017,-0.002,0.589,-176.74,0.80,-4.82
13:56:39.797,19.12,24.09,29.83,-0.015,-0.003,0.588,-178.07,5.98,-4.07
13:56:40.132,20.69,24.74,29.80,-0.013,-0.003,0.587,178.87,7.14,-4.27
13:56:40.468,18.35,22.72,29.81,-0.010,-0.004,0.587,-177.88,-6.76,-4.51
13:56:40.804,19.35,23.01,29.73,-0.004,-0.004,0.584,-179.53,-11.21,-4.12
13:56:41.140,17.17,20.42,29.78,-0.002,-0.004,0.584,-177.41,-12.52,-4.21
13:56:41.476,19.28,25.66,29.74,-0.006,-0.004,0.580,-176.61,-13.72,-3.97
13:56:41.812,17.86,22.35,29.79,-0.007,-0.003,0.584,-177.46,-11.53,-3.65
13:56:42.147,21.76,26.08,29.87,-0.005,-0.003,0.584,-177.48,-12.76,-3.52
13:56:42.483,21.06,25.04,29.75,-0.007,-0.005,0.589,-176.08,-9.99,-3.42
13:56:42.818,18.99,22.76,29.79,-0.002,-0.004,0.584,-177.40,-12.57,-3.54
