Timestamp,Algo_ms,Loop_ms,FPS,Body_X,Body_Y,Alt_Z,Marker_Yaw
16:40:40.105,23.81,29.29,27.79,0.002,0.002,0.791,3.28
16:40:40.440,21.95,25.41,29.83,0.002,0.002,0.791,3.28
16:40:40.776,19.27,23.21,29.80,0.002,0.002,0.791,3.28
16:40:41.115,22.88,26.84,29.44,0.002,0.002,0.791,3.28
16:40:41.452,24.12,27.83,29.72,0.002,0.002,0.791,3.28
16:40:41.788,19.09,23.05,29.73,0.002,0.002,0.791,3.28
16:40:42.123,19.99,23.45,29.82,0.002,0.002,0.791,3.28
16:40:42.459,20.09,25.64,29.83,0.002,0.002,0.791,3.28
16:40:42.794,20.66,24.51,29.85,0.002,0.002,0.791,3.28
16:40:43.132,22.74,26.89,29.58,0.002,0.002,0.791,3.28
16:40:43.467,18.39,22.79,29.84,0.002,0.002,0.791,3.28
16:40:43.802,20.59,24.12,29.83,0.002,0.002,0.791,3.28
16:40:44.138,19.98,23.63,29.82,0.002,0.002,0.791,3.28
16:40:44.474,19.68,23.36,29.72,0.002,0.002,0.791,3.28
16:40:44.809,20.14,23.19,29.83,0.002,0.002,0.791,3.28
16:40:45.144,18.82,22.02,29.85,0.000,0.000,0.000,0.00
16:40:45.480,23.03,26.74,29.81,-0.031,0.014,0.789,-5.60
16:40:45.815,19.38,23.31,29.80,-0.035,0.016,0.772,-11.59
16:40:46.152,20.01,24.47,29.68,-0.035,0.016,0.772,-11.59
16:40:46.488,18.36,21.84,29.83,-0.035,0.016,0.772,-11.59
16:40:46.823,18.63,21.94,29.78,-0.037,0.015,0.799,-9.51
16:40:47.159,21.68,26.05,29.75,-0.037,0.015,0.799,-9.51
16:40:47.496,22.07,25.74,29.68,-0.037,0.015,0.799,-9.51
16:40:47.833,18.17,21.97,29.68,-0.039,0.016,0.825,-9.47
16:40:48.170,20.86,23.99,29.72,-0.036,0.018,0.817,-12.54
16:40:48.506,18.55,21.90,29.77,-0.026,0.027,0.792,-20.86
16:40:48.842,19.23,24.39,29.75,-0.025,0.028,0.794,-18.70
16:40:49.178,19.56,23.68,29.77,-0.025,0.028,0.794,-18.70
16:40:49.514,18.71,22.23,29.77,-0.025,0.028,0.794,-18.70
16:40:49.849,20.70,24.39,29.80,-0.026,0.026,0.803,-20.33
16:40:50.184,17.75,20.93,29.82,-0.046,-0.018,0.800,-28.46
16:40:50.520,20.29,26.82,29.76,-0.060,-0.051,0.780,-40.76
16:40:50.856,22.98,26.53,29.79,-0.071,-0.075,0.782,-51.29
16:40:51.191,19.47,23.25,29.84,-0.071,-0.075,0.782,-51.29
16:40:51.526,21.84,25.25,29.85,-0.071,-0.075,0.782,-51.29
16:40:51.864,20.06,23.59,29.63,-0.072,-0.086,0.811,-51.80
16:40:52.199,19.93,24.15,29.82,-0.072,-0.086,0.811,-51.80
16:40:52.535,20.50,24.24,29.78,-0.072,-0.086,0.811,-51.80
16:40:52.870,19.28,22.57,29.85,-0.074,-0.084,0.814,-52.65
16:40:53.205,17.93,21.93,29.81,-0.082,-0.047,0.808,-36.21
