Timestamp,Algo_ms,Loop_ms,FPS,Body_X,Body_Y,Alt_Z,Marker_Yaw
09:55:14.870,34.91,38.50,19.59,0.000,0.000,0.000,0.00
09:55:15.215,32.73,36.23,28.99,0.000,0.000,0.000,0.00
09:55:15.550,23.92,29.51,29.82,0.000,0.000,0.000,0.00
09:55:15.888,19.89,23.00,29.59,0.000,0.000,0.000,0.00
09:55:16.224,27.93,32.20,29.80,0.000,0.000,0.000,0.00
09:55:16.559,20.85,24.72,29.83,0.000,0.000,0.000,0.00
09:55:16.894,22.14,25.48,29.80,0.000,0.000,0.000,0.00
09:55:17.229,23.29,26.46,29.84,0.000,0.000,0.000,0.00
09:55:17.567,23.40,28.21,29.66,0.000,0.000,0.000,0.00
09:55:17.903,25.79,29.24,29.75,0.000,0.000,0.000,0.00
09:55:18.239,21.02,28.38,29.78,0.000,0.000,0.000,0.00
09:55:18.574,22.62,26.08,29.84,0.000,0.000,0.000,0.00
09:55:18.910,27.51,32.09,29.72,0.000,0.000,0.000,0.00
09:55:19.253,29.21,32.99,29.20,0.000,0.000,0.000,0.00
09:55:19.600,22.73,27.66,28.78,0.000,0.000,0.000,0.00
09:55:19.936,22.60,26.54,29.80,0.000,0.000,0.000,0.00
09:55:20.271,23.32,28.09,29.78,0.000,0.000,0.000,0.00
09:55:20.607,20.69,23.74,29.77,0.000,0.000,0.000,0.00
09:55:20.943,23.81,27.37,29.82,0.000,0.000,0.000,0.00
09:55:21.280,22.38,25.78,29.69,0.000,0.000,0.000,0.00
09:55:21.616,26.73,30.13,29.73,0.000,0.000,0.000,0.00
09:55:21.952,24.90,28.42,29.77,0.000,0.000,0.000,0.00
09:55:22.287,23.52,27.01,29.82,0.000,0.000,0.000,0.00
09:55:22.624,26.21,29.64,29.65,0.000,0.000,0.000,0.00
09:55:22.961,20.36,23.93,29.75,0.000,0.000,0.000,0.00
09:55:23.297,23.26,27.43,29.74,0.000,0.000,0.000,0.00
09:55:23.632,26.74,31.01,29.83,0.000,0.000,0.000,0.00
09:55:23.975,22.67,26.67,29.18,0.000,0.000,0.000,0.00
09:55:24.310,22.29,25.44,29.83,0.000,0.000,0.000,0.00
09:55:24.646,23.47,27.42,29.74,0.000,0.000,0.000,0.00
09:55:24.986,22.43,27.18,29.44,0.000,0.000,0.000,0.00
09:55:25.322,21.44,24.81,29.75,0.000,0.000,0.000,0.00
09:55:25.657,24.76,28.24,29.84,0.000,0.000,0.000,0.00
09:55:26.005,24.70,30.02,28.73,0.000,0.000,0.000,0.00
09:55:26.346,26.75,31.41,29.35,0.000,0.000,0.000,0.00
09:55:26.681,20.92,25.44,29.81,0.000,0.000,0.000,0.00
09:55:27.017,22.23,26.49,29.84,0.000,0.000,0.000,0.00
09:55:27.352,25.37,29.20,29.77,0.000,0.000,0.000,0.00
09:55:27.688,22.50,26.34,29.80,0.000,0.000,0.000,0.00
09:55:28.023,25.16,28.60,29.81,0.000,0.000,0.000,0.00
09:55:28.359,22.50,26.11,29.77,0.000,0.000,0.000,0.00
09:55:28.694,27.24,30.62,29.85,0.000,0.000,0.000,0.00
09:55:29.030,22.97,26.01,29.80,0.000,0.000,0.000,0.00
09:55:29.365,23.49,27.28,29.81,0.000,0.000,0.000,0.00
